Column1;player;nationality;position;squad;age;birth_year; value ;height;position2;foot;league;games;games_starts;minutes;goals;assists;pens_made;pens_att;cards_yellow;cards_red;goals_per90;assists_per90;goals_assists_per90;goals_pens_per90;goals_assists_pens_per90;xg;npxg;xa;xg_per90;xa_per90;xg_xa_per90;npxg_per90;npxg_xa_per90;minutes_90s;shots_total;shots_on_target;shots_free_kicks;shots_on_target_pct;shots_total_per90;shots_on_target_per90;goals_per_shot;goals_per_shot_on_target;npxg_per_shot;xg_net;npxg_net;passes_completed;passes;passes_pct;passes_total_distance;passes_progressive_distance;passes_completed_short;passes_short;passes_pct_short;passes_completed_medium;passes_medium;passes_pct_medium;passes_completed_long;passes_long;passes_pct_long;xa_net;assisted_shots;passes_into_final_third;passes_into_penalty_area;crosses_into_penalty_area;progressive_passes;passes_live;passes_dead;passes_free_kicks;through_balls;passes_pressure;passes_switches;crosses;corner_kicks;corner_kicks_in;corner_kicks_out;corner_kicks_straight;passes_ground;passes_low;passes_high;passes_left_foot;passes_right_foot;passes_head;throw_ins;passes_other_body;passes_offsides;passes_oob;passes_intercepted;passes_blocked;sca;sca_per90;sca_passes_live;sca_passes_dead;sca_dribbles;sca_shots;sca_fouled;gca;gca_per90;gca_passes_live;gca_passes_dead;gca_dribbles;gca_shots;gca_fouled;gca_og_for;tackles;tackles_won;tackles_def_3rd;tackles_mid_3rd;tackles_att_3rd;dribble_tackles;dribbles_vs;dribble_tackles_pct;dribbled_past;pressures;pressure_regains;pressure_regain_pct;pressures_def_3rd;pressures_mid_3rd;pressures_att_3rd;blocks;blocked_shots;blocked_shots_saves;blocked_passes;interceptions;clearances;errors;touches;touches_def_pen_area;touches_def_3rd;touches_mid_3rd;touches_att_3rd;touches_att_pen_area;touches_live_ball;dribbles_completed;dribbles;dribbles_completed_pct;players_dribbled_past;nutmegs;carries;carry_distance;carry_progressive_distance;pass_targets;passes_received;passes_received_pct;miscontrols;dispossessed;cards_yellow_red;fouls;fouled;offsides;pens_won;pens_conceded;own_goals;ball_recoveries;aerials_won;aerials_lost;aerials_won_pct
2039;Quique;es ESP;FW;Eibar;29;1990; 800.000,00 € ;177.00;Forward - Centre-Forward;left;LaLiga;15.00;4.00;490.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.18;0.18;0.00;0.18;0.70;0.70;0.30;0.12;0.05;0.17;0.12;0.17;5.40;9.00;1.00;0.00;11.10;1.65;0.18;0.00;0.00;0.07;-0.70;-0.70;88.00;124.00;71.00;1345.00;275.00;47.00;61.00;77.00;30.00;45.00;66.70;6.00;10.00;60.00;0.70;7.00;5.00;3.00;1.00;8.00;116.00;8.00;0.00;1.00;47.00;1.00;3.00;0.00;0.00;0.00;0.00;64.00;26.00;34.00;70.00;17.00;18.00;0.00;2.00;0.00;5.00;0.00;5.00;14.00;2.57;10.00;0.00;2.00;0.00;2.00;2.00;0.37;1.00;0.00;1.00;0.00;0.00;0.00;2.00;2.00;1.00;1.00;0.00;0.00;2.00;0.00;2.00;115.00;48.00;41.70;7.00;34.00;74.00;7.00;1.00;0.00;6.00;1.00;4.00;0.00;192.00;3.00;20.00;89.00;94.00;13.00;184.00;3.00;4.00;75.00;3.00;0.00;95.00;519.00;220.00;315.00;145.00;46.00;21.00;8.00;0.00;10.00;13.00;3.00;0.00;0.00;0.00;18.00;21.00;37.00;36.20
1547;Adrian Mariappa;jm JAM;DF;Watford;32;1986; 1 000 000.00 € ;179.00;Defender - Centre-Back;right;Premier League;20.00;15.00;1513.00;0.00;0.00;0.00;0.00;6.00;1.00;0.00;0.00;0.00;0.00;0.00;0.30;0.30;0.40;0.02;0.02;0.04;0.02;0.04;16.80;3.00;0.00;0.00;0.00;0.18;0.00;0.00;0.00;0.08;-0.30;-0.30;426.00;585.00;72.80;8470.00;3772.00;152.00;174.00;87.40;204.00;270.00;75.60;61.00;123.00;49.60;-0.40;4.00;32.00;3.00;3.00;37.00;451.00;134.00;7.00;1.00;73.00;12.00;18.00;0.00;0.00;0.00;0.00;253.00;121.00;211.00;44.00;356.00;42.00;127.00;0.00;2.00;15.00;6.00;10.00;10.00;0.59;10.00;0.00;0.00;0.00;0.00;1.00;0.06;1.00;0.00;0.00;0.00;0.00;0.00;25.00;12.00;18.00;5.00;2.00;11.00;38.00;28.90;27.00;197.00;57.00;28.90;114.00;64.00;19.00;35.00;9.00;0.00;26.00;7.00;93.00;1.00;762.00;84.00;316.00;343.00;121.00;5.00;628.00;1.00;3.00;33.30;2.00;0.00;315.00;1048.00;434.00;346.00;330.00;95.40;5.00;3.00;1.00;20.00;7.00;2.00;0.00;0.00;1.00;133.00;41.00;32.00;56.20
1548;Jordan MariĂ©;fr FRA;MF;Dijon;27;1991; 80 000.00 € ;177.00;Midfielder - Central Midfield;right;Ligue 1;8.00;1.00;201.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.40;0.01;0.17;0.18;0.01;0.18;2.20;1.00;0.00;0.00;0.00;0.45;0.00;0.00;0.00;0.02;0.00;0.00;84.00;111.00;75.70;1825.00;496.00;29.00;36.00;80.60;34.00;39.00;87.20;19.00;29.00;65.50;-0.40;2.00;7.00;2.00;0.00;7.00;105.00;6.00;3.00;1.00;20.00;3.00;1.00;2.00;0.00;2.00;0.00;59.00;27.00;25.00;15.00;87.00;7.00;1.00;0.00;0.00;2.00;4.00;4.00;2.00;0.90;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;5.00;5.00;1.00;0.00;4.00;8.00;50.00;4.00;78.00;31.00;39.70;25.00;40.00;13.00;6.00;1.00;0.00;5.00;5.00;3.00;0.00;140.00;4.00;35.00;83.00;28.00;0.00;134.00;3.00;4.00;75.00;3.00;0.00;96.00;384.00;175.00;101.00;87.00;86.10;3.00;6.00;0.00;7.00;2.00;0.00;0.00;0.00;0.00;25.00;1.00;5.00;16.70
1549;Federico Marigosu;it ITA;MF;Cagliari;18;2001; 25 000.00 € ;0.00;Midfielder - Attacking Midfield;right;Serie A;2.00;0.00;24.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.12;0.12;0.00;0.12;0.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.00;15.00;53.30;190.00;62.00;3.00;5.00;60.00;2.00;4.00;50.00;3.00;5.00;60.00;0.00;1.00;0.00;1.00;1.00;0.00;15.00;0.00;0.00;0.00;1.00;1.00;2.00;0.00;0.00;0.00;0.00;7.00;2.00;6.00;3.00;10.00;2.00;0.00;0.00;0.00;0.00;0.00;1.00;2.00;7.50;1.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.00;0.00;4.00;7.00;8.00;1.00;18.00;0.00;0.00;0.00;0.00;0.00;11.00;92.00;40.00;21.00;17.00;81.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00
1550;AdriĂˇn MarĂ­n;es ESP;DF;AlavĂ©s;22;1997; 65 000.00 € ;181.00;Defender - Left-Back;left;LaLiga;12.00;9.00;852.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.60;0.60;0.30;0.06;0.03;0.09;0.06;0.09;9.50;3.00;0.00;0.00;0.00;0.32;0.00;0.00;0.00;0.20;-0.60;-0.60;253.00;355.00;71.30;4644.00;2482.00;103.00;118.00;87.30;122.00;160.00;76.30;26.00;66.00;39.40;-0.30;5.00;24.00;7.00;2.00;39.00;255.00;100.00;11.00;0.00;39.00;8.00;16.00;2.00;0.00;2.00;0.00;169.00;74.00;112.00;230.00;12.00;19.00;87.00;4.00;3.00;6.00;7.00;10.00;11.00;1.16;8.00;2.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.00;6.00;13.00;5.00;1.00;3.00;6.00;50.00;3.00;87.00;22.00;25.30;41.00;40.00;6.00;23.00;4.00;0.00;19.00;10.00;33.00;0.00;466.00;39.00;165.00;225.00;99.00;7.00;368.00;8.00;22.00;36.40;10.00;3.00;226.00;1238.00;793.00;224.00;207.00;92.40;5.00;6.00;0.00;25.00;4.00;0.00;0.00;1.00;0.00;69.00;8.00;8.00;50.00
1551;Guillermo MaripĂˇn;cl CHI;DF;AlavĂ©s;25;1994; 11 000 000.00 € ;193.00;Defender - Centre-Back;right;LaLiga;1.00;1.00;90.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.00;11.00;63.60;122.00;49.00;3.00;4.00;75.00;4.00;5.00;80.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.00;1.00;1.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;6.00;4.00;1.00;1.00;10.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;5.00;2.00;40.00;3.00;1.00;1.00;2.00;1.00;0.00;1.00;1.00;7.00;0.00;21.00;4.00;15.00;6.00;0.00;0.00;20.00;0.00;0.00;0.00;0.00;0.00;8.00;32.00;15.00;5.00;5.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.00;3.00;1.00;75.00
1552;Guillermo MaripĂˇn;cl CHI;DF;Monaco;25;1994; 11 000 000.00 € ;193.00;Defender - Centre-Back;right;LaLiga;20.00;20.00;1753.00;2.00;0.00;0.00;0.00;2.00;0.00;0.10;0.00;0.10;0.10;0.10;1.60;1.60;0.10;0.08;0.00;0.08;0.08;0.08;19.50;10.00;4.00;0.00;40.00;0.51;0.21;0.20;0.50;0.16;0.40;0.40;936.00;1053.00;88.90;21921.00;6614.00;218.00;244.00;89.30;485.00;518.00;93.60;227.00;280.00;81.10;-0.10;1.00;63.00;3.00;2.00;72.00;1014.00;39.00;37.00;0.00;119.00;48.00;5.00;0.00;0.00;0.00;0.00;784.00;107.00;162.00;68.00;932.00;34.00;2.00;2.00;0.00;12.00;16.00;7.00;9.00;0.46;7.00;0.00;0.00;2.00;0.00;1.00;0.05;1.00;0.00;0.00;0.00;0.00;0.00;51.00;28.00;35.00;16.00;0.00;24.00;48.00;50.00;24.00;234.00;88.00;37.60;141.00;86.00;7.00;40.00;14.00;0.00;26.00;21.00;84.00;1.00;1262.00;146.00;631.00;676.00;52.00;18.00;1225.00;3.00;6.00;50.00;4.00;1.00;833.00;4663.00;2713.00;872.00;850.00;97.50;4.00;3.00;0.00;14.00;5.00;1.00;0.00;1.00;0.00;164.00;38.00;33.00;53.50
2095;Gio Reyna;us USA;MF,FW;Dortmund;16;2002; 30.000.000,00 € ;185.00;Midfielder - Attacking Midfield;right;Bundesliga;15.00;2.00;355.00;0.00;1.00;0.00;0.00;2.00;0.00;0.00;0.25;0.25;0.00;0.25;0.10;0.10;0.80;0.04;0.21;0.25;0.04;0.25;3.90;4.00;2.00;0.00;50.00;1.01;0.51;0.00;0.00;0.04;-0.10;-0.10;192.00;222.00;86.50;2826.00;628.00;117.00;135.00;86.70;52.00;57.00;91.20;15.00;17.00;88.20;0.20;5.00;10.00;3.00;1.00;13.00;219.00;3.00;1.00;0.00;25.00;6.00;5.00;0.00;0.00;0.00;0.00;182.00;25.00;15.00;26.00;183.00;7.00;2.00;2.00;0.00;2.00;6.00;6.00;16.00;4.06;12.00;0.00;1.00;0.00;3.00;4.00;1.01;4.00;0.00;0.00;0.00;0.00;0.00;5.00;4.00;2.00;3.00;0.00;2.00;6.00;33.30;4.00;80.00;18.00;22.50;12.00;42.00;26.00;4.00;0.00;0.00;4.00;1.00;1.00;0.00;280.00;4.00;33.00;163.00;106.00;14.00;277.00;19.00;26.00;73.10;20.00;1.00;231.00;1414.00;798.00;268.00;228.00;85.10;11.00;10.00;0.00;4.00;13.00;0.00;0.00;0.00;0.00;34.00;2.00;10.00;16.70
1554;Omar Marmoush;eg EGY;MF,FW;Wolfsburg;20;1999; 12 500.00 € ;177.00;Forward - Centre-Forward;right;Bundesliga;5.00;0.00;81.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.10;0.00;0.09;0.00;0.09;0.09;0.09;0.90;1.00;1.00;0.00;100.00;1.11;1.11;0.00;0.00;0.08;-0.10;-0.10;10.00;16.00;62.50;120.00;18.00;9.00;12.00;75.00;1.00;2.00;50.00;0.00;1.00;0.00;0.00;0.00;0.00;1.00;0.00;1.00;16.00;0.00;0.00;0.00;8.00;0.00;1.00;0.00;0.00;0.00;0.00;10.00;6.00;0.00;0.00;13.00;3.00;0.00;0.00;0.00;0.00;1.00;1.00;1.00;1.11;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.00;4.00;21.10;2.00;11.00;6.00;0.00;0.00;0.00;0.00;0.00;2.00;0.00;33.00;2.00;5.00;16.00;13.00;2.00;33.00;1.00;7.00;14.30;1.00;0.00;25.00;224.00;123.00;23.00;19.00;82.60;1.00;5.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;10.00;0.00;1.00;0.00
1555;Gonzalo Maroni;ar ARG;MF;Sampdoria;20;1999; 4 000 000.00 € ;170.00;Midfielder - Attacking Midfield;right;Serie A;5.00;1.00;181.00;0.00;1.00;0.00;1.00;0.00;0.00;0.00;0.50;0.50;0.00;0.50;1.10;0.30;0.60;0.55;0.29;0.84;0.17;0.46;2.00;4.00;1.00;1.00;25.00;1.99;0.50;0.00;0.00;0.09;-1.10;-0.30;71.00;89.00;79.80;1212.00;428.00;41.00;45.00;91.10;19.00;22.00;86.40;8.00;13.00;61.50;0.40;9.00;7.00;6.00;2.00;11.00;80.00;9.00;2.00;0.00;18.00;5.00;2.00;6.00;3.00;3.00;0.00;61.00;15.00;13.00;3.00;82.00;0.00;1.00;2.00;0.00;0.00;0.00;6.00;17.00;8.45;11.00;3.00;0.00;2.00;0.00;2.00;0.99;1.00;1.00;0.00;0.00;0.00;0.00;3.00;1.00;1.00;1.00;1.00;2.00;6.00;33.30;4.00;22.00;9.00;40.90;4.00;8.00;10.00;3.00;0.00;0.00;3.00;2.00;0.00;0.00;105.00;1.00;10.00;59.00;54.00;6.00;94.00;2.00;3.00;66.70;2.00;0.00;82.00;857.00;570.00;86.00;73.00;84.90;3.00;2.00;0.00;3.00;1.00;0.00;0.00;0.00;0.00;14.00;1.00;2.00;33.30
2147;RogĂ©rio;br BRA;DF;Sassuolo;21;1998; 6.500.000,00 € ;178.00;Defender - Left-Back;left;Serie A;15.00;12.00;1015.00;1.00;1.00;0.00;0.00;6.00;0.00;0.09;0.09;0.18;0.09;0.18;0.40;0.40;1.20;0.03;0.10;0.14;0.03;0.14;11.30;11.00;4.00;1.00;36.40;0.98;0.35;0.09;0.25;0.04;0.60;0.60;596.00;706.00;84.40;10274.00;3378.00;288.00;318.00;90.60;249.00;273.00;91.20;53.00;91.00;58.20;-0.20;13.00;48.00;15.00;9.00;39.00;600.00;106.00;19.00;0.00;84.00;12.00;30.00;1.00;0.00;1.00;0.00;466.00;123.00;117.00;563.00;34.00;18.00;86.00;0.00;3.00;13.00;9.00;22.00;29.00;2.57;20.00;2.00;0.00;3.00;2.00;3.00;0.27;2.00;0.00;0.00;1.00;0.00;0.00;25.00;12.00;13.00;7.00;5.00;9.00;19.00;47.40;10.00;122.00;38.00;31.10;54.00;44.00;24.00;28.00;4.00;0.00;24.00;2.00;25.00;0.00;836.00;38.00;232.00;421.00;246.00;19.00;734.00;15.00;20.00;75.00;16.00;2.00;560.00;3639.00;2038.00;610.00;566.00;92.80;5.00;11.00;0.00;19.00;17.00;0.00;0.00;0.00;0.00;75.00;9.00;15.00;37.50
1557;Bruno Martella;it ITA;DF,MF;Brescia;26;1992; 1 000 000.00 € ;183.00;Defender - Left-Back;left;Serie A;24.00;13.00;1270.00;0.00;0.00;0.00;0.00;3.00;0.00;0.00;0.00;0.00;0.00;0.00;0.30;0.30;1.20;0.02;0.09;0.11;0.02;0.11;14.10;10.00;2.00;0.00;20.00;0.71;0.14;0.00;0.00;0.03;-0.30;-0.30;402.00;562.00;71.50;7675.00;3399.00;159.00;186.00;85.50;195.00;256.00;76.20;46.00;104.00;44.20;-1.20;15.00;31.00;22.00;12.00;52.00;457.00;105.00;11.00;1.00;65.00;23.00;41.00;4.00;1.00;0.00;2.00;259.00;142.00;161.00;416.00;33.00;17.00;90.00;0.00;2.00;13.00;14.00;18.00;29.00;2.06;25.00;1.00;2.00;1.00;0.00;2.00;0.14;2.00;0.00;0.00;0.00;0.00;0.00;19.00;9.00;13.00;3.00;3.00;11.00;18.00;61.10;7.00;152.00;27.00;17.80;57.00;65.00;30.00;29.00;6.00;0.00;23.00;14.00;58.00;2.00;719.00;74.00;286.00;282.00;197.00;9.00;617.00;12.00;25.00;48.00;13.00;1.00;405.00;2448.00;1554.00;455.00;408.00;89.70;12.00;12.00;0.00;7.00;4.00;1.00;0.00;0.00;0.00;88.00;12.00;16.00;42.90
1558;Roger MartĂ­;es ESP;FW;Levante;28;1991; 8 000 000.00 € ;179.00;Forward - Centre-Forward;right;LaLiga;36.00;26.00;2267.00;11.00;1.00;4.00;4.00;6.00;1.00;0.44;0.04;0.48;0.28;0.32;10.40;7.40;2.70;0.41;0.11;0.52;0.29;0.40;25.20;53.00;20.00;0.00;37.70;2.10;0.79;0.13;0.35;0.14;0.60;-0.40;284.00;448.00;63.40;4552.00;1224.00;161.00;208.00;77.40;84.00;143.00;58.70;27.00;60.00;45.00;-1.70;22.00;23.00;15.00;2.00;37.00;436.00;12.00;0.00;4.00;114.00;15.00;23.00;0.00;0.00;0.00;0.00;248.00;114.00;86.00;50.00;337.00;27.00;1.00;10.00;4.00;12.00;8.00;19.00;41.00;1.63;31.00;0.00;0.00;0.00;8.00;4.00;0.16;1.00;0.00;0.00;0.00;3.00;0.00;20.00;11.00;8.00;8.00;4.00;5.00;23.00;21.70;18.00;451.00;85.00;18.80;46.00;238.00;167.00;20.00;2.00;0.00;18.00;7.00;16.00;0.00;710.00;14.00;71.00;360.00;312.00;95.00;694.00;12.00;26.00;46.20;13.00;2.00;446.00;2216.00;1038.00;1022.00;514.00;50.30;63.00;26.00;1.00;57.00;32.00;10.00;2.00;0.00;1.00;88.00;31.00;67.00;31.60
1559;Anthony Martial;fr FRA;FW;Manchester Utd;23;1995; 48 000 000.00 € ;181.00;Forward - Centre-Forward;right;Premier League;32.00;31.00;2624.00;17.00;6.00;0.00;1.00;1.00;0.00;0.58;0.21;0.79;0.58;0.79;10.90;10.10;4.10;0.37;0.14;0.51;0.35;0.49;29.20;79.00;38.00;0.00;48.10;2.71;1.30;0.22;0.45;0.13;6.10;6.90;575.00;721.00;79.80;8013.00;1715.00;360.00;415.00;86.70;168.00;206.00;81.60;22.00;31.00;71.00;1.90;31.00;36.00;33.00;1.00;64.00;692.00;29.00;4.00;5.00;204.00;3.00;20.00;0.00;0.00;0.00;0.00;587.00;94.00;40.00;123.00;560.00;12.00;4.00;6.00;2.00;7.00;14.00;43.00;95.00;3.26;72.00;0.00;12.00;3.00;5.00;19.00;0.65;13.00;0.00;2.00;1.00;2.00;0.00;15.00;12.00;1.00;4.00;10.00;1.00;13.00;7.70;12.00;379.00;108.00;28.50;24.00;127.00;228.00;19.00;1.00;0.00;18.00;5.00;16.00;0.00;1074.00;18.00;51.00;400.00;692.00;188.00;1048.00;64.00;104.00;61.50;66.00;2.00;892.00;5737.00;3206.00;1399.00;897.00;64.10;66.00;68.00;0.00;28.00;41.00;12.00;1.00;0.00;0.00;76.00;21.00;60.00;25.90
1560;AarĂłn MartĂ­n;es ESP;DF;Mainz 05;22;1997; 10 000 000.00 € ;180.00;Defender - Left-Back;left;Bundesliga;22.00;21.00;1792.00;0.00;0.00;0.00;0.00;2.00;0.00;0.00;0.00;0.00;0.00;0.00;0.20;0.20;3.40;0.01;0.17;0.18;0.01;0.18;19.90;9.00;3.00;1.00;33.30;0.45;0.15;0.00;0.00;0.03;-0.20;-0.20;662.00;912.00;72.60;11891.00;4792.00;311.00;347.00;89.60;267.00;350.00;76.30;79.00;188.00;42.00;-3.40;31.00;39.00;18.00;12.00;54.00;643.00;269.00;41.00;1.00;114.00;27.00;59.00;57.00;22.00;28.00;7.00;458.00;187.00;267.00;663.00;45.00;22.00;171.00;3.00;4.00;12.00;18.00;30.00;50.00;2.51;27.00;20.00;1.00;0.00;1.00;3.00;0.15;1.00;0.00;0.00;0.00;1.00;1.00;21.00;15.00;12.00;5.00;4.00;10.00;27.00;37.00;17.00;218.00;61.00;28.00;98.00;95.00;25.00;38.00;3.00;0.00;35.00;14.00;43.00;0.00;1081.00;50.00;290.00;490.00;375.00;13.00;819.00;24.00;40.00;60.00;26.00;1.00;592.00;3953.00;2164.00;610.00;527.00;86.40;13.00;12.00;0.00;18.00;12.00;2.00;0.00;0.00;0.00;161.00;17.00;25.00;40.50
2555;Mark Uth;de GER;MF,FW;KĂ¶ln;27;1991; 7.500.000,00 € ;185.00;Forward - Second Striker;left;Bundesliga;15.00;14.00;1162.00;5.00;5.00;1.00;3.00;5.00;0.00;0.39;0.39;0.77;0.31;0.70;6.50;4.60;3.00;0.50;0.23;0.74;0.35;0.59;12.90;41.00;15.00;5.00;36.60;3.18;1.16;0.10;0.27;0.11;-1.50;-0.60;316.00;495.00;63.80;6957.00;1804.00;107.00;138.00;77.50;128.00;164.00;78.00;75.00;164.00;45.70;2.00;28.00;27.00;15.00;2.00;38.00;399.00;96.00;40.00;4.00;76.00;47.00;23.00;49.00;24.00;24.00;1.00;244.00;102.00;149.00;420.00;47.00;13.00;2.00;6.00;1.00;20.00;12.00;19.00;56.00;4.34;25.00;12.00;5.00;5.00;8.00;10.00;0.77;4.00;1.00;1.00;1.00;3.00;0.00;23.00;18.00;6.00;13.00;4.00;8.00;26.00;30.80;18.00;350.00;96.00;27.40;53.00;190.00;107.00;18.00;1.00;0.00;17.00;5.00;5.00;0.00;692.00;7.00;75.00;344.00;319.00;50.00;602.00;17.00;30.00;56.70;20.00;0.00;462.00;3164.00;1416.00;580.00;431.00;74.30;41.00;27.00;0.00;21.00;30.00;3.00;3.00;0.00;0.00;98.00;12.00;27.00;30.80
1562;David Martin;eng ENG;GK;West Ham;33;1986; 25 000.00 € ;188.00;Goalkeeper;right;Premier League;5.00;4.00;436.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;55.00;124.00;44.40;2858.00;2411.00;1.00;1.00;100.00;10.00;10.00;100.00;44.00;113.00;38.90;0.00;0.00;2.00;0.00;0.00;0.00;61.00;63.00;19.00;0.00;14.00;1.00;0.00;0.00;0.00;0.00;0.00;14.00;5.00;105.00;1.00;98.00;0.00;0.00;10.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;1.00;1.00;100.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;0.00;0.00;1.00;134.00;117.00;134.00;0.00;0.00;0.00;72.00;0.00;0.00;0.00;0.00;0.00;44.00;254.00;162.00;31.00;31.00;100.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.00;0.00;0.00;0.00
1563;Jonas Martin;fr FRA;MF;Rennes;29;1990; 2 000 000.00 € ;184.00;Midfielder - Central Midfield;right;Ligue 1;3.00;1.00;113.00;0.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.10;0.10;0.20;0.06;0.12;0.18;0.06;0.18;1.30;1.00;0.00;0.00;0.00;0.80;0.00;0.00;0.00;0.07;-0.10;-0.10;69.00;79.00;87.30;1245.00;327.00;28.00;30.00;93.30;30.00;36.00;83.30;9.00;11.00;81.80;-0.20;1.00;7.00;0.00;0.00;5.00;74.00;5.00;5.00;1.00;25.00;2.00;2.00;0.00;0.00;0.00;0.00;62.00;8.00;9.00;10.00;62.00;2.00;0.00;0.00;0.00;2.00;1.00;0.00;1.00;0.80;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;3.00;3.00;0.00;2.00;1.00;2.00;50.00;1.00;16.00;7.00;43.80;8.00;7.00;1.00;3.00;2.00;0.00;1.00;0.00;1.00;0.00;93.00;6.00;26.00;57.00;15.00;3.00;88.00;0.00;0.00;0.00;0.00;0.00;61.00;258.00;129.00;60.00;57.00;95.00;3.00;1.00;0.00;3.00;1.00;0.00;0.00;0.00;0.00;20.00;6.00;2.00;75.00
1564;Jonas Martin;fr FRA;MF;Strasbourg;29;1990; 2 000 000.00 € ;184.00;Midfielder - Central Midfield;right;Ligue 1;3.00;3.00;247.00;0.00;0.00;0.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.80;0.00;0.30;0.28;0.09;0.37;0.00;0.09;2.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;-0.80;0.00;170.00;192.00;88.50;3329.00;714.00;69.00;78.00;88.50;67.00;68.00;98.50;29.00;38.00;76.30;-0.30;3.00;12.00;2.00;0.00;15.00;171.00;21.00;18.00;0.00;34.00;11.00;5.00;2.00;1.00;0.00;0.00;152.00;18.00;22.00;28.00;157.00;3.00;1.00;1.00;0.00;1.00;2.00;1.00;5.00;1.82;4.00;1.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.00;7.00;4.00;3.00;1.00;1.00;5.00;20.00;4.00;51.00;16.00;31.40;19.00;29.00;3.00;3.00;0.00;0.00;3.00;1.00;3.00;0.00;215.00;4.00;47.00;139.00;39.00;3.00;195.00;3.00;3.00;100.00;3.00;0.00;152.00;730.00;372.00;159.00;151.00;95.00;4.00;6.00;0.00;4.00;4.00;0.00;0.00;0.00;0.00;31.00;2.00;2.00;50.00
