name,age,height,citizenship,position,foot,current club,17/18 games,17/18 goals,17/18 assists,17/18 minutes,18/19 games,18/19 goals,18/19 assists,18/19 minutes,19/20 games,19/20 goals,19/20 assists,19/20 minutes,20/21 games,20/21 goals,20/21 assists,20/21 minutes,current league
Samu García,30.0,177.0,Spain,Forward - Right Winger,right,Retired,22.0,0.0,639.0,0.0,1.0,0.0,74.0,0.0,,,,,,,,,LaLiga
Roger Martí,29.0,179.0,Spain,Forward - Centre-Forward,right,Levante UD,17.0,3.0,960.0,0.0,31.0,13.0,1892.0,0.0,38.0,11.0,2306.0,0.0,9.0,3.0,472.0,0.0,LaLiga
José Luis Morales,33.0,180.0,Spain,Forward - Centre-Forward,right,Levante UD,39.0,12.0,3284.0,0.0,38.0,12.0,3224.0,0.0,41.0,4.0,2785.0,0.0,11.0,4.0,777.0,0.0,LaLiga
Borja Mayoral,23.0,182.0,Spain,Forward - Centre-Forward,right,AS Roma,24.0,7.0,927.0,0.0,34.0,5.0,1964.0,0.0,36.0,9.0,2278.0,0.0,12.0,4.0,512.0,0.0,LaLiga
Raphael Dwamena,25.0,186.0,Ghana,Forward - Centre-Forward,left,Vejle Boldklub,36.0,13.0,2703.0,0.0,16.0,1.0,429.0,0.0,9.0,2.0,655.0,0.0,6.0,2.0,355.0,0.0,LaLiga
Emmanuel Boateng,24.0,175.0,Ghana,Forward - Centre-Forward,right,Dalian Professional,32.0,7.0,1850.0,0.0,41.0,11.0,2430.0,0.0,6.0,1.0,277.0,0.0,,,,,LaLiga
Armando Sadiku,29.0,185.0,Albania  Bulgaria,Forward - Centre-Forward,right,Büyüksehir Belediye Erzurumspor,31.0,7.0,1466.0,0.0,17.0,3.0,869.0,0.0,37.0,13.0,2981.0,0.0,4.0,0.0,200.0,0.0,LaLiga
Fernando Pacheco,28.0,186.0,Spain,Goalkeeper,left,Deportivo Alavés,38.0,0.0,3357.0,0.0,35.0,0.0,3150.0,0.0,27.0,0.0,2359.0,0.0,12.0,0.0,1080.0,0.0,LaLiga
Antonio Sivera,24.0,184.0,Spain,Goalkeeper,right,Deportivo Alavés,7.0,0.0,633.0,0.0,5.0,0.0,450.0,0.0,10.0,0.0,871.0,0.0,0.0,0.0,0.0,0.0,LaLiga
Álex Domínguez,22.0,187.0,Spain,Goalkeeper,left,UD Las Palmas,,,,,0.0,0.0,0.0,0.0,26.0,0.0,2340.0,0.0,3.0,0.0,270.0,0.0,LaLiga
Guillermo Maripán,26.0,193.0,Chile,Defender - Centre-Back,right,AS Monaco,22.0,0.0,1827.0,0.0,25.0,2.0,2188.0,0.0,25.0,2.0,2206.0,0.0,4.0,0.0,43.0,0.0,LaLiga
Víctor Laguardia,31.0,185.0,Spain,Defender - Centre-Back,right,Deportivo Alavés,19.0,2.0,1740.0,0.0,36.0,1.0,3240.0,0.0,32.0,1.0,2706.0,0.0,12.0,0.0,1002.0,0.0,LaLiga
Rodrigo Ely,27.0,188.0,Brazil  Italy,Defender - Centre-Back,right,Deportivo Alavés,36.0,1.0,3138.0,0.0,5.0,0.0,431.0,0.0,25.0,2.0,2126.0,0.0,6.0,1.0,338.0,0.0,LaLiga
Rafa Páez,26.0,192.0,Spain,Defender - Centre-Back,right,NK Istra 1961,21.0,0.0,1639.0,0.0,13.0,0.0,1181.0,0.0,10.0,1.0,716.0,0.0,7.0,0.0,552.0,0.0,LaLiga
Adrián Diéguez,24.0,188.0,Spain,Defender - Centre-Back,,CF Fuenlabrada,11.0,0.0,873.0,0.0,11.0,0.0,929.0,0.0,32.0,1.0,2727.0,0.0,14.0,1.0,1007.0,0.0,LaLiga
Rubén Duarte,25.0,172.0,Spain,Defender - Left-Back,left,Deportivo Alavés,26.0,0.0,2351.0,0.0,33.0,0.0,2774.0,0.0,31.0,0.0,2664.0,0.0,11.0,0.0,926.0,0.0,LaLiga
Adrián Marín,23.0,181.0,Spain,Defender - Left-Back,left,Deportivo Alavés,8.0,0.0,665.0,0.0,7.0,0.0,369.0,0.0,13.0,0.0,941.0,0.0,2.0,0.0,80.0,0.0,LaLiga
Cristian Glauder,25.0,184.0,Spain,Defender - Left-Back,left,CF Fuenlabrada,21.0,1.0,1602.0,0.0,37.0,0.0,3055.0,0.0,37.0,4.0,3201.0,0.0,14.0,0.0,975.0,0.0,LaLiga
Martín Aguirregabiria,24.0,178.0,Spain,Defender - Right-Back,right,Deportivo Alavés,25.0,0.0,2140.0,0.0,28.0,1.0,2123.0,0.0,32.0,1.0,2188.0,0.0,5.0,0.0,165.0,0.0,LaLiga
Ximo Navarro,30.0,176.0,Spain,Defender - Right-Back,right,Deportivo Alavés,33.0,0.0,2713.0,0.0,31.0,2.0,2532.0,0.0,23.0,0.0,1906.0,0.0,10.0,1.0,805.0,0.0,LaLiga
Carlos Vigaray,26.0,182.0,Spain,Defender - Right-Back,right,Real Zaragoza,13.0,0.0,983.0,0.0,10.0,0.0,826.0,0.0,26.0,1.0,2149.0,0.0,6.0,0.0,487.0,0.0,LaLiga
Rafa Navarro,26.0,173.0,Spain,Defender - Right-Back,right,NK Istra 1961,5.0,0.0,263.0,0.0,26.0,1.0,2321.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,119.0,0.0,LaLiga
Manu García,34.0,183.0,Spain,Midfielder - Defensive Midfield,left,Deportivo Alavés,32.0,3.0,2487.0,0.0,35.0,2.0,2415.0,0.0,30.0,0.0,1967.0,0.0,7.0,0.0,130.0,0.0,LaLiga
Dani Torres,31.0,183.0,Colombia,Midfielder - Defensive Midfield,,Without Club,23.0,0.0,1697.0,0.0,21.0,0.0,1756.0,0.0,13.0,0.0,563.0,0.0,,,,,LaLiga
Tomás Pina,33.0,185.0,Spain,Midfielder - Central Midfield,right,Deportivo Alavés,33.0,1.0,2692.0,0.0,28.0,2.0,2343.0,0.0,20.0,1.0,1350.0,0.0,9.0,1.0,669.0,0.0,LaLiga
Mubarak Wakaso,30.0,171.0,Ghana,Midfielder - Central Midfield,left,Jiangsu Suning,24.0,0.0,1374.0,0.0,29.0,1.0,1663.0,0.0,36.0,0.0,2781.0,0.0,,,,,LaLiga
Darko Brasanac,28.0,178.0,Serbia,Midfielder - Central Midfield,right,CA Osasuna,28.0,2.0,1486.0,0.0,26.0,0.0,1760.0,0.0,33.0,1.0,2395.0,0.0,2.0,0.0,71.0,0.0,LaLiga
Javi Muñoz,25.0,179.0,Spain,Midfielder - Central Midfield,right,CD Mirandés,37.0,5.0,2737.0,0.0,27.0,1.0,1564.0,0.0,14.0,0.0,550.0,0.0,16.0,0.0,1326.0,0.0,LaLiga
Antonio Perera,23.0,188.0,Spain,Midfielder - Central Midfield,left,NK Istra 1961,,,,,0.0,0.0,0.0,0.0,26.0,0.0,2125.0,0.0,3.0,0.0,110.0,0.0,LaLiga
Jony,29.0,179.0,Spain,Forward - Left Winger,left,CA Osasuna,30.0,6.0,2163.0,0.0,37.0,4.0,2993.0,0.0,32.0,0.0,1659.0,0.0,8.0,0.0,452.0,0.0,LaLiga
Takashi Inui,32.0,169.0,Japan,Forward - Left Winger,right,SD Eibar,35.0,5.0,2657.0,0.0,26.0,2.0,1579.0,0.0,29.0,2.0,1964.0,0.0,11.0,0.0,850.0,0.0,LaLiga
Burgui,27.0,184.0,Spain,Forward - Left Winger,right,Deportivo Alavés,25.0,1.0,1145.0,0.0,18.0,1.0,730.0,0.0,21.0,1.0,1140.0,0.0,0.0,0.0,0.0,0.0,LaLiga
Álex Blanco,21.0,175.0,Spain,Forward - Left Winger,left,Valencia CF,30.0,6.0,2040.0,0.0,25.0,5.0,1818.0,0.0,35.0,3.0,1042.0,0.0,3.0,0.0,160.0,0.0,LaLiga
Anderson Emanuel Cruz,24.0,175.0,Angola  Portugal,Forward - Left Winger,left,Bolívar La Paz,31.0,5.0,2076.0,0.0,32.0,1.0,1817.0,0.0,32.0,2.0,1785.0,0.0,,,,,LaLiga
Ibai Gómez,31.0,178.0,Spain,Forward - Right Winger,right,Athletic Bilbao,38.0,7.0,2560.0,0.0,34.0,3.0,2133.0,0.0,20.0,1.0,899.0,0.0,0.0,0.0,0.0,0.0,LaLiga
Patrick Twumasi,26.0,176.0,Ghana,Forward - Right Winger,right,Hannover 96,29.0,18.0,2348.0,0.0,13.0,0.0,189.0,0.0,27.0,6.0,1580.0,0.0,9.0,0.0,249.0,0.0,LaLiga
Nando García,26.0,177.0,Spain,Forward - Right Winger,right,AEK Larnaca,35.0,2.0,2329.0,0.0,38.0,0.0,2077.0,0.0,20.0,1.0,1182.0,0.0,8.0,0.0,379.0,0.0,LaLiga
Jonathan Calleri,27.0,181.0,Argentina  Italy,Forward - Centre-Forward,right,CA Osasuna,41.0,12.0,3379.0,0.0,36.0,9.0,2915.0,0.0,34.0,5.0,2062.0,0.0,5.0,1.0,235.0,0.0,LaLiga
Rubén Sobrino,28.0,185.0,Spain,Forward - Centre-Forward,right,Valencia CF,33.0,5.0,1927.0,0.0,30.0,5.0,1542.0,0.0,17.0,1.0,194.0,0.0,4.0,0.0,31.0,0.0,LaLiga
John Guidetti,28.0,185.0,Sweden,Forward - Centre-Forward,right,Deportivo Alavés,29.0,4.0,1623.0,0.0,24.0,2.0,757.0,0.0,20.0,3.0,903.0,0.0,3.0,0.0,46.0,0.0,LaLiga
Borja Bastón,28.0,186.0,Spain,Forward - Centre-Forward,right,CD Leganés,22.0,2.0,1156.0,0.0,29.0,5.0,1607.0,0.0,23.0,6.0,1315.0,0.0,16.0,3.0,1077.0,0.0,LaLiga
Diego Rolán,27.0,177.0,Uruguay,Forward - Centre-Forward,right,Deportivo de La Coruña,27.0,5.0,1968.0,0.0,17.0,0.0,666.0,0.0,21.0,8.0,1550.0,0.0,2.0,2.0,154.0,0.0,LaLiga
Ermedin Demirovic,22.0,185.0,Bosnia-Herzegovina  Germany,Forward - Centre-Forward,right,SC Freiburg,6.0,4.0,372.0,0.0,30.0,4.0,1699.0,0.0,28.0,14.0,2266.0,0.0,8.0,0.0,157.0,0.0,LaLiga
David Soria,27.0,192.0,Spain,Goalkeeper,right,Getafe CF,20.0,0.0,1715.0,0.0,37.0,0.0,3330.0,0.0,42.0,0.0,3780.0,0.0,11.0,0.0,990.0,0.0,LaLiga
Leandro Chichizola,30.0,182.0,Argentina  Italy,Goalkeeper,right,Getafe CF,29.0,0.0,2610.0,0.0,7.0,0.0,630.0,0.0,7.0,0.0,630.0,0.0,,,,,LaLiga
Filip Manojlovic,24.0,197.0,Serbia,Goalkeeper,right,UD San Sebastián de los Reyes,4.0,0.0,360.0,0.0,11.0,0.0,909.0,0.0,,,,,0.0,0.0,0.0,0.0,LaLiga
Rubén Yáñez,27.0,188.0,Spain,Goalkeeper,right,Getafe CF,6.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,LaLiga
Djené,28.0,178.0,Togo,Defender - Centre-Back,right,Getafe CF,36.0,1.0,3240.0,0.0,38.0,0.0,3256.0,0.0,42.0,0.0,3780.0,0.0,11.0,0.0,977.0,0.0,LaLiga
Leandro Cabrera,29.0,190.0,Uruguay  Spain,Defender - Centre-Back,left,RCD Espanyol Barcelona,16.0,0.0,1265.0,0.0,36.0,2.0,3127.0,0.0,38.0,3.0,3316.0,0.0,16.0,0.0,1440.0,0.0,LaLiga
Bruno González,30.0,184.0,Spain,Defender - Centre-Back,right,Real Valladolid CF,22.0,0.0,1671.0,0.0,29.0,0.0,2158.0,0.0,14.0,0.0,1099.0,0.0,10.0,1.0,900.0,0.0,LaLiga
Ignasi Miquel,28.0,189.0,Spain,Defender - Centre-Back,left,CD Leganés,37.0,1.0,3335.0,0.0,10.0,0.0,584.0,0.0,24.0,1.0,2103.0,0.0,8.0,0.0,648.0,0.0,LaLiga
Miguel Rubio,22.0,191.0,Spain,Defender - Centre-Back,right,Real Valladolid B,3.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,402.0,0.0,7.0,1.0,630.0,0.0,LaLiga
Mathí­as Olivera,23.0,185.0,Uruguay  Spain,Defender - Left-Back,left,Getafe CF,4.0,1.0,191.0,0.0,29.0,1.0,2279.0,0.0,29.0,0.0,2319.0,0.0,10.0,0.0,849.0,0.0,LaLiga
Vitorino Antunes,33.0,175.0,Portugal,Defender - Left-Back,left,Sporting CP,36.0,0.0,2976.0,0.0,31.0,1.0,2356.0,0.0,3.0,0.0,182.0,0.0,6.0,0.0,175.0,0.0,LaLiga
Dimitri Foulquier,27.0,183.0,Guadeloupe  France,Defender - Right-Back,right,Granada CF,19.0,0.0,1563.0,0.0,29.0,3.0,2093.0,0.0,27.0,1.0,1857.0,0.0,13.0,0.0,933.0,0.0,LaLiga
Damián Suárez,32.0,173.0,Uruguay  Spain,Defender - Right-Back,right,Getafe CF,33.0,1.0,2878.0,0.0,42.0,0.0,3709.0,0.0,34.0,1.0,2958.0,0.0,9.0,0.0,788.0,0.0,LaLiga
Markel Bergara,34.0,181.0,Spain,Midfielder - Defensive Midfield,right,Retired,18.0,4.0,1469.0,0.0,3.0,0.0,50.0,0.0,2.0,0.0,70.0,0.0,,,,,LaLiga
Mathieu Flamini,36.0,178.0,France,Midfielder - Defensive Midfield,right,Retired,8.0,0.0,482.0,0.0,13.0,0.0,642.0,0.0,,,,,,,,,LaLiga
Mauro Arambarri,25.0,175.0,Uruguay,Midfielder - Central Midfield,right,Getafe CF,30.0,1.0,2374.0,0.0,36.0,1.0,2900.0,0.0,42.0,1.0,3566.0,0.0,11.0,1.0,986.0,0.0,LaLiga
Nemanja Maksimovic,25.0,189.0,Serbia,Midfielder - Central Midfield,right,Getafe CF,21.0,1.0,1003.0,0.0,40.0,1.0,3525.0,0.0,43.0,2.0,3500.0,0.0,9.0,0.0,651.0,0.0,LaLiga
Gaku Shibasaki,28.0,175.0,Japan,Midfielder - Central Midfield,right,CD Leganés,22.0,1.0,1002.0,0.0,9.0,0.0,500.0,0.0,27.0,0.0,2072.0,0.0,13.0,1.0,796.0,0.0,LaLiga
Sebastián Cristóforo,27.0,173.0,Uruguay  Italy,Midfielder - Central Midfield,right,Girona FC,7.0,0.0,266.0,0.0,20.0,0.0,786.0,0.0,20.0,0.0,1053.0,0.0,12.0,0.0,631.0,0.0,LaLiga
Amath Ndiaye,24.0,173.0,Senegal,Forward - Left Winger,right,RCD Mallorca,39.0,3.0,2989.0,0.0,15.0,1.0,1009.0,0.0,7.0,0.0,59.0,0.0,10.0,2.0,651.0,0.0,LaLiga
Samu Saiz,29.0,174.0,Spain,Forward - Left Winger,right,Girona FC,37.0,9.0,2770.0,0.0,33.0,2.0,1953.0,0.0,35.0,3.0,2048.0,0.0,13.0,1.0,1081.0,0.0,LaLiga
José Carlos Lazo,24.0,178.0,Spain,Forward - Left Winger,both,UD Almería,37.0,6.0,2983.0,0.0,37.0,9.0,2515.0,0.0,37.0,10.0,2637.0,0.0,13.0,1.0,629.0,0.0,LaLiga
Merveil Ndockyt,22.0,169.0,Congo,Forward - Left Winger,left,NK Osijek,9.0,0.0,254.0,0.0,17.0,2.0,866.0,0.0,31.0,0.0,1784.0,0.0,11.0,0.0,627.0,0.0,LaLiga
Francisco Portillo,30.0,169.0,Spain,Forward - Right Winger,right,Getafe CF,35.0,2.0,2601.0,0.0,37.0,2.0,2342.0,0.0,23.0,0.0,834.0,0.0,3.0,0.0,37.0,0.0,LaLiga
Iván Alejo,25.0,186.0,Spain,Forward - Right Winger,right,Cádiz CF,22.0,1.0,1121.0,0.0,19.0,0.0,995.0,0.0,33.0,1.0,1323.0,0.0,7.0,1.0,185.0,0.0,LaLiga
Rober Ibáñez,27.0,175.0,Spain,Forward - Right Winger,right,CD Leganés,18.0,3.0,939.0,0.0,24.0,3.0,1289.0,0.0,18.0,1.0,795.0,0.0,4.0,0.0,165.0,0.0,LaLiga
Álvaro Jiménez,25.0,176.0,Spain,Forward - Right Winger,right,Albacete Balompié,15.0,1.0,704.0,0.0,24.0,2.0,1309.0,0.0,28.0,3.0,1654.0,0.0,17.0,1.0,1269.0,0.0,LaLiga
Jaime Mata,32.0,186.0,Spain,Forward - Centre-Forward,right,Getafe CF,45.0,35.0,3768.0,0.0,38.0,16.0,2716.0,0.0,41.0,14.0,3267.0,0.0,11.0,2.0,554.0,0.0,LaLiga
Sergi Guardiola,29.0,185.0,Spain,Forward - Centre-Forward,left,Real Valladolid CF,42.0,24.0,3473.0,0.0,22.0,3.0,1681.0,0.0,36.0,8.0,2715.0,0.0,10.0,1.0,785.0,0.0,LaLiga
Ángel Rodríguez,33.0,171.0,Spain,Forward - Centre-Forward,right,Getafe CF,34.0,13.0,2330.0,0.0,42.0,13.0,2092.0,0.0,42.0,14.0,1911.0,0.0,10.0,4.0,533.0,0.0,LaLiga
Jorge Molina,38.0,188.0,Spain,Forward - Centre-Forward,right,Granada CF,36.0,7.0,2793.0,0.0,41.0,16.0,2780.0,0.0,42.0,7.0,2279.0,0.0,17.0,4.0,693.0,0.0,LaLiga
Hugo Duro,21.0,182.0,Spain,Forward - Centre-Forward,left,Real Madrid Castilla,5.0,3.0,157.0,0.0,14.0,0.0,561.0,0.0,38.0,12.0,2458.0,0.0,6.0,5.0,524.0,0.0,LaLiga
Chuli,29.0,170.0,Spain,Forward - Centre-Forward,left,Recreativo Huelva,13.0,1.0,706.0,0.0,22.0,1.0,1402.0,0.0,24.0,3.0,1469.0,0.0,6.0,2.0,157.0,0.0,LaLiga
Stole Dimitrievski,26.0,188.0,North Macedonia  Spain,Goalkeeper,right,Rayo Vallecano,39.0,0.0,3510.0,0.0,22.0,0.0,1980.0,0.0,32.0,0.0,2880.0,0.0,12.0,0.0,1053.0,0.0,LaLiga
Alberto García,35.0,182.0,Spain,Goalkeeper,right,Rayo Vallecano,41.0,0.0,3690.0,0.0,18.0,0.0,1620.0,0.0,7.0,0.0,630.0,0.0,,,,,LaLiga
Miguel Ángel Morro,20.0,195.0,Spain,Goalkeeper,left,Rayo Vallecano,,,,,0.0,0.0,0.0,0.0,7.0,0.0,690.0,0.0,4.0,0.0,360.0,0.0,LaLiga
Jordi Amat,28.0,184.0,Spain,Defender - Centre-Back,right,KAS Eupen,26.0,0.0,2142.0,0.0,31.0,0.0,2764.0,0.0,25.0,2.0,2046.0,0.0,14.0,0.0,1260.0,0.0,LaLiga
Abdoulaye Ba,29.0,197.0,Senegal,Defender - Centre-Back,right,FC Dinamo,18.0,0.0,1413.0,0.0,27.0,1.0,2202.0,0.0,4.0,0.0,244.0,0.0,3.0,0.0,196.0,0.0,LaLiga
Emiliano Velázquez,26.0,184.0,Uruguay,Defender - Centre-Back,right,Rayo Vallecano,26.0,2.0,1942.0,0.0,20.0,0.0,1455.0,0.0,2.0,0.0,99.0,0.0,15.0,0.0,1091.0,0.0,LaLiga
Alejandro Gálvez,31.0,190.0,Spain,Defender - Centre-Back,right,Qatar SC,25.0,1.0,2224.0,0.0,18.0,1.0,1426.0,0.0,20.0,0.0,1800.0,0.0,5.0,0.0,384.0,0.0,LaLiga
José León,25.0,185.0,Spain,Defender - Centre-Back,left,AD Alcorcón,24.0,0.0,2030.0,0.0,13.0,0.0,1094.0,0.0,21.0,0.0,1409.0,0.0,10.0,0.0,900.0,0.0,LaLiga
Alejandro Catena,26.0,194.0,Spain,Defender - Centre-Back,right,Rayo Vallecano,33.0,1.0,2529.0,0.0,25.0,1.0,2147.0,0.0,40.0,4.0,3507.0,0.0,16.0,1.0,1440.0,0.0,LaLiga
Chechu Dorado,38.0,181.0,Spain,Defender - Centre-Back,left,SD Ejea,38.0,1.0,3337.0,0.0,11.0,0.0,916.0,0.0,24.0,0.0,2160.0,0.0,7.0,0.0,630.0,0.0,LaLiga
Martín Pascual,21.0,190.0,Spain,Defender - Centre-Back,,Rayo Vallecano,,,,,0.0,0.0,0.0,0.0,13.0,0.0,677.0,0.0,4.0,0.0,178.0,0.0,LaLiga
Álex Moreno,27.0,179.0,Spain,Defender - Left-Back,left,Real Betis Balompié,40.0,3.0,3501.0,0.0,36.0,1.0,3139.0,0.0,33.0,1.0,2475.0,0.0,12.0,0.0,1065.0,0.0,LaLiga
Sergio Akieme,22.0,175.0,Equatorial Guinea  Spain,Defender - Left-Back,left,UD Almería,4.0,0.0,360.0,0.0,4.0,0.0,360.0,0.0,30.0,0.0,2542.0,0.0,12.0,1.0,980.0,0.0,LaLiga
Luis Alberto Meseguer,21.0,177.0,Equatorial Guinea  Spain,Defender - Left-Back,,Zamora CF,,,,,0.0,0.0,0.0,0.0,,,,,2.0,0.0,62.0,0.0,LaLiga
Luis Advíncula,30.0,180.0,Peru,Defender - Right-Back,right,Rayo Vallecano,28.0,2.0,2475.0,0.0,29.0,1.0,2482.0,0.0,36.0,1.0,2777.0,0.0,14.0,0.0,842.0,0.0,LaLiga
Tito,35.0,174.0,Spain,Defender - Right-Back,right,Without Club,17.0,1.0,1322.0,0.0,16.0,0.0,1182.0,0.0,28.0,0.0,2177.0,0.0,,,,,LaLiga
Giannelli Imbula,28.0,186.0,DR Congo  France,Midfielder - Defensive Midfield,left,Without Club,32.0,1.0,2593.0,0.0,24.0,1.0,1919.0,0.0,5.0,1.0,249.0,0.0,,,,,LaLiga
Uche Agbo,25.0,186.0,Nigeria,Midfielder - Defensive Midfield,right,Deportivo de La Coruña,40.0,1.0,3217.0,0.0,24.0,0.0,1594.0,0.0,17.0,0.0,862.0,0.0,7.0,0.0,454.0,0.0,LaLiga
Mario Suárez,33.0,189.0,Spain,Midfielder - Defensive Midfield,right,Rayo Vallecano,18.0,2.0,1569.0,0.0,14.0,2.0,1026.0,0.0,37.0,7.0,2708.0,0.0,9.0,0.0,373.0,0.0,LaLiga
Santi Comesaña,24.0,188.0,Spain,Midfielder - Central Midfield,both,Rayo Vallecano,33.0,2.0,2319.0,0.0,25.0,1.0,2032.0,0.0,21.0,1.0,1249.0,0.0,16.0,1.0,1046.0,0.0,LaLiga
Álvaro Medrán,26.0,177.0,Spain,Midfielder - Central Midfield,right,Chicago Fire FC,22.0,2.0,1325.0,0.0,22.0,3.0,1238.0,0.0,22.0,2.0,1906.0,0.0,,,,,LaLiga
Gorka Elustondo,33.0,184.0,Spain,Midfielder - Central Midfield,right,Without Club,14.0,0.0,455.0,0.0,5.0,0.0,285.0,0.0,,,,,,,,,LaLiga
Manuel Navarro,20.0,,Spain,Midfielder - Central Midfield,,Rayo Vallecano B,,,,,0.0,0.0,0.0,0.0,,,,,,,,,LaLiga
Ángel Algobia,21.0,188.0,Spain  Portugal,Midfielder - Central Midfield,right,Getafe CF B,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,129.0,0.0,LaLiga
José Pozo,24.0,171.0,Spain,Midfielder - Attacking Midfield,left,Rayo Vallecano,39.0,2.0,3187.0,0.0,31.0,3.0,1749.0,0.0,26.0,4.0,1835.0,0.0,15.0,2.0,833.0,0.0,LaLiga
Óscar Trejo,32.0,180.0,Argentina  Italy,Midfielder - Attacking Midfield,right,Rayo Vallecano,36.0,12.0,3034.0,0.0,27.0,1.0,1856.0,0.0,39.0,5.0,3103.0,0.0,16.0,0.0,821.0,0.0,LaLiga
Gaël Kakuta,29.0,173.0,DR Congo  France,Midfielder - Attacking Midfield,left,RC Lens,38.0,6.0,3198.0,0.0,12.0,1.0,720.0,0.0,24.0,2.0,2010.0,0.0,12.0,5.0,837.0,0.0,LaLiga
Álvaro García,28.0,167.0,Spain,Forward - Left Winger,both,Rayo Vallecano,40.0,11.0,3073.0,0.0,37.0,5.0,1877.0,0.0,38.0,4.0,2278.0,0.0,15.0,0.0,1281.0,0.0,LaLiga
Bebé,30.0,190.0,Portugal  Cape Verde,Forward - Left Winger,right,Rayo Vallecano,28.0,3.0,1432.0,0.0,31.0,1.0,1491.0,0.0,12.0,3.0,636.0,0.0,4.0,0.0,18.0,0.0,LaLiga
Adrián Embarba,28.0,173.0,Spain,Forward - Right Winger,right,RCD Espanyol Barcelona,42.0,8.0,3469.0,0.0,36.0,5.0,2291.0,0.0,42.0,9.0,3403.0,0.0,15.0,5.0,1233.0,0.0,LaLiga
Lass Bangoura,28.0,169.0,Guinea  Spain,Forward - Right Winger,right,CS Emelec,20.0,0.0,738.0,0.0,19.0,1.0,674.0,0.0,8.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,LaLiga
Raúl de Tomás,26.0,180.0,Spain  Dominican Republic,Forward - Centre-Forward,right,RCD Espanyol Barcelona,32.0,24.0,2515.0,0.0,34.0,14.0,2849.0,0.0,32.0,8.0,2146.0,0.0,17.0,9.0,1347.0,0.0,LaLiga
Franco Di Santo,31.0,193.0,Argentina  Italy,Forward - Centre-Forward,right,Club Atlético San Lorenzo de Almagro,34.0,4.0,1874.0,0.0,34.0,4.0,2123.0,0.0,6.0,0.0,440.0,0.0,,,,,LaLiga
Alex Alegría,28.0,191.0,Spain,Forward - Centre-Forward,right,RCD Mallorca,9.0,0.0,632.0,0.0,27.0,4.0,1482.0,0.0,25.0,7.0,1506.0,0.0,9.0,0.0,300.0,0.0,LaLiga
Javi Guerra,38.0,178.0,Spain,Forward - Centre-Forward,right,Retired,19.0,3.0,525.0,0.0,8.0,0.0,229.0,0.0,,,,,,,,,LaLiga
Sergio Moreno,21.0,178.0,Spain,Forward - Centre-Forward,,CD Mirandés,,,,,3.0,0.0,31.0,0.0,25.0,5.0,1811.0,0.0,14.0,2.0,822.0,0.0,LaLiga
Marko Dmitrovic,28.0,194.0,Serbia,Goalkeeper,left,SD Eibar,37.0,0.0,3330.0,0.0,24.0,0.0,2160.0,0.0,35.0,0.0,3150.0,0.0,12.0,0.0,1080.0,0.0,LaLiga
Yoel Rodríguez,32.0,184.0,Spain,Goalkeeper,right,SD Eibar,1.0,0.0,90.0,0.0,7.0,0.0,630.0,0.0,6.0,0.0,540.0,0.0,0.0,0.0,0.0,0.0,LaLiga
Asier Riesgo,37.0,185.0,Spain,Goalkeeper,right,CD Leganés,2.0,0.0,180.0,0.0,16.0,0.0,1440.0,0.0,27.0,0.0,2460.0,0.0,0.0,0.0,0.0,0.0,LaLiga
Markel Areitio,24.0,183.0,Spain,Goalkeeper,right,Without Club,19.0,0.0,1667.0,0.0,17.0,0.0,1530.0,0.0,10.0,0.0,900.0,0.0,,,,,LaLiga
Paulo Oliveira,28.0,187.0,Portugal,Defender - Centre-Back,right,SD Eibar,27.0,0.0,2305.0,0.0,29.0,0.0,2297.0,0.0,28.0,1.0,2269.0,0.0,9.0,0.0,810.0,0.0,LaLiga
Pedro Bigas,30.0,181.0,Spain,Defender - Centre-Back,left,SD Eibar,14.0,0.0,1076.0,0.0,12.0,0.0,764.0,0.0,24.0,3.0,1824.0,0.0,8.0,0.0,601.0,0.0,LaLiga
Anaitz Arbilla,33.0,178.0,Spain,Defender - Centre-Back,right,SD Eibar,31.0,2.0,2452.0,0.0,27.0,1.0,2123.0,0.0,24.0,1.0,2007.0,0.0,10.0,0.0,728.0,0.0,LaLiga
José Antonio Martínez,27.0,191.0,Spain,Defender - Centre-Back,left,SD Eibar,22.0,0.0,1746.0,0.0,37.0,1.0,3199.0,0.0,23.0,0.0,1503.0,0.0,0.0,0.0,0.0,0.0,LaLiga
Iván Ramis,36.0,189.0,Spain,Defender - Centre-Back,right,Retired,16.0,3.0,1303.0,0.0,22.0,0.0,1718.0,0.0,7.0,1.0,458.0,0.0,,,,,LaLiga
Unai Elgezabal,27.0,185.0,Spain,Defender - Centre-Back,right,Burgos CF,25.0,1.0,1941.0,0.0,16.0,0.0,1256.0,0.0,25.0,0.0,1603.0,0.0,7.0,0.0,597.0,0.0,LaLiga
Kaiser,24.0,187.0,Spain,Defender - Centre-Back,right,UD Alzira,,,,,28.0,1.0,2484.0,0.0,22.0,1.0,1739.0,0.0,,,,,LaLiga
