name,age,height,citizenship,position,foot,current club,17/18 games,17/18 goals,17/18 assists,17/18 minutes,18/19 games,18/19 goals,18/19 assists,18/19 minutes,19/20 games,19/20 goals,19/20 assists,19/20 minutes,20/21 games,20/21 goals,20/21 assists,20/21 minutes,current league
Dujon Sterling,21.0,186.0,England  Jamaica,Defender - Right-Back,right,Chelsea FC U23,34.0,6.0,2764.0,0.0,40.0,0.0,3457.0,0.0,10.0,0.0,749.0,0.0,,,,,Premier League
Tiemoué Bakayoko,26.0,189.0,France  Cote d'Ivoire,midfield - Defensive Midfield,right,SSC Napoli,43.0,3.0,3070.0,0.0,42.0,1.0,3274.0,0.0,23.0,1.0,1899.0,0.0,17.0,0.0,1221.0,0.0,Premier League
Trevoh Chalobah,21.0,190.0,England  Sierra Leone,midfield - Defensive Midfield,right,FC Lorient,27.0,0.0,2458.0,0.0,44.0,2.0,3365.0,0.0,38.0,1.0,2917.0,0.0,11.0,0.0,734.0,0.0,Premier League
N'Golo Kanté,29.0,168.0,France  Mali,midfield - Central Midfield,right,Chelsea FC,48.0,1.0,4207.0,0.0,53.0,5.0,4185.0,0.0,28.0,3.0,2303.0,0.0,24.0,0.0,1734.0,0.0,Premier League
Cesc Fàbregas,33.0,179.0,Spain,midfield - Central Midfield,right,AS Monaco,49.0,3.0,3687.0,0.0,31.0,2.0,2083.0,0.0,22.0,0.0,1097.0,0.0,10.0,1.0,517.0,0.0,Premier League
Ross Barkley,27.0,185.0,England,midfield - Central Midfield,right,Aston Villa,5.0,0.0,271.0,0.0,48.0,5.0,2725.0,0.0,31.0,5.0,1700.0,0.0,9.0,2.0,585.0,0.0,Premier League
Danny Drinkwater,30.0,177.0,England,midfield - Central Midfield,right,Chelsea FC,22.0,1.0,1151.0,0.0,1.0,0.0,30.0,0.0,6.0,0.0,412.0,0.0,4.0,0.0,347.0,0.0,Premier League
Ruben Loftus-Cheek,24.0,191.0,England,midfield - Central Midfield,right,Fulham FC,25.0,2.0,1965.0,0.0,40.0,10.0,1955.0,0.0,10.0,0.0,317.0,0.0,12.0,1.0,759.0,0.0,Premier League
Marco van Ginkel,28.0,186.0,Netherlands,midfield - Central Midfield,right,PSV Eindhoven,33.0,16.0,2808.0,0.0,,,,,,,,,,,,,Premier League
Lewis Baker,25.0,182.0,England  Jamaica,midfield - Central Midfield,both,Trabzonspor,15.0,2.0,847.0,0.0,33.0,1.0,1969.0,0.0,9.0,0.0,651.0,0.0,16.0,1.0,1443.0,0.0,Premier League
Kyle Scott,23.0,172.0,United States  England,midfield - Central Midfield,right,Newcastle United U23,12.0,1.0,885.0,0.0,14.0,2.0,997.0,0.0,13.0,0.0,790.0,0.0,4.0,0.0,360.0,0.0,Premier League
Victor Moses,30.0,177.0,Nigeria  England,midfield - Right Midfield,right,Spartak Moscow,38.0,4.0,3038.0,0.0,22.0,4.0,1250.0,0.0,27.0,1.0,1243.0,0.0,9.0,1.0,671.0,0.0,Premier League
Davide Zappacosta,28.0,182.0,Italy,midfield - Right Midfield,right,Genoa CFC,38.0,2.0,2305.0,0.0,17.0,0.0,1020.0,0.0,9.0,0.0,446.0,0.0,7.0,1.0,478.0,0.0,Premier League
Charly Musonda Jr.,24.0,173.0,Belgium  Zambia,midfield - Attacking Midfield,right,Chelsea FC,20.0,4.0,1059.0,0.0,4.0,2.0,268.0,0.0,3.0,0.0,65.0,0.0,,,,,Premier League
Eden Hazard,30.0,175.0,Belgium,attack - Left Winger,both,Real Madrid,52.0,17.0,3804.0,0.0,52.0,21.0,3878.0,0.0,22.0,1.0,1545.0,0.0,9.0,2.0,419.0,0.0,Premier League
Kenedy,24.0,182.0,Brazil,attack - Left Winger,left,Granada CF,19.0,3.0,1555.0,0.0,28.0,1.0,1613.0,0.0,27.0,3.0,946.0,0.0,21.0,3.0,1120.0,0.0,Premier League
Lucas Piazon,26.0,182.0,Brazil  Italy,attack - Left Winger,right,Rio Ave FC,25.0,6.0,1364.0,0.0,6.0,0.0,260.0,0.0,24.0,4.0,1599.0,0.0,12.0,2.0,727.0,0.0,Premier League
Jérémie Boga,24.0,174.0,Cote d'Ivoire  France,attack - Left Winger,right,US Sassuolo,35.0,2.0,2238.0,0.0,27.0,3.0,1474.0,0.0,35.0,11.0,2608.0,0.0,12.0,2.0,810.0,0.0,Premier League
Callum Hudson-Odoi,20.0,177.0,England  Ghana,attack - Left Winger,right,Chelsea FC,34.0,21.0,2608.0,0.0,29.0,6.0,1617.0,0.0,35.0,4.0,1609.0,0.0,15.0,4.0,759.0,0.0,Premier League
Willian,32.0,175.0,Brazil,attack - Right Winger,right,Arsenal FC,55.0,13.0,3053.0,0.0,56.0,8.0,3533.0,0.0,47.0,11.0,3365.0,0.0,18.0,0.0,1113.0,0.0,Premier League
Pedro,33.0,167.0,Spain,attack - Right Winger,both,AS Roma,48.0,7.0,2509.0,0.0,52.0,13.0,3099.0,0.0,23.0,2.0,1273.0,0.0,18.0,4.0,1253.0,0.0,Premier League
Álvaro Morata,28.0,187.0,Spain,attack - Centre-Forward,right,Juventus FC,48.0,15.0,2794.0,0.0,41.0,15.0,2709.0,0.0,44.0,16.0,2801.0,0.0,17.0,10.0,1257.0,0.0,Premier League
Michy Batshuayi,27.0,184.0,Belgium  DR Congo,attack - Centre-Forward,right,Crystal Palace,40.0,21.0,2329.0,0.0,36.0,9.0,1963.0,0.0,25.0,8.0,746.0,0.0,12.0,0.0,599.0,0.0,Premier League
Olivier Giroud,34.0,193.0,France,attack - Centre-Forward,left,Chelsea FC,44.0,12.0,2187.0,0.0,45.0,13.0,2186.0,0.0,25.0,10.0,1408.0,0.0,15.0,9.0,595.0,0.0,Premier League
Tammy Abraham,23.0,191.0,England  Nigeria,attack - Centre-Forward,right,Chelsea FC,39.0,8.0,2240.0,0.0,42.0,26.0,3561.0,0.0,47.0,18.0,2960.0,0.0,21.0,8.0,1095.0,0.0,Premier League
David de Gea,30.0,192.0,Spain,Goalkeeper,right,Manchester United,46.0,0.0,4140.0,0.0,47.0,0.0,4230.0,0.0,43.0,0.0,3930.0,0.0,19.0,0.0,1665.0,0.0,Premier League
Sergio Romero,33.0,192.0,Argentina  Italy,Goalkeeper,right,Manchester United,10.0,0.0,888.0,0.0,7.0,0.0,607.0,0.0,17.0,0.0,1590.0,0.0,,,,,Premier League
Sam Johnstone,27.0,193.0,England,Goalkeeper,right,West Bromwich Albion,48.0,0.0,4320.0,0.0,48.0,0.0,4350.0,0.0,46.0,0.0,4140.0,0.0,17.0,0.0,1530.0,0.0,Premier League
Joel Pereira,24.0,189.0,Portugal  Switzerland,Goalkeeper,right,Huddersfield Town,3.0,0.0,192.0,0.0,15.0,0.0,1329.0,0.0,25.0,0.0,2280.0,0.0,1.0,0.0,90.0,0.0,Premier League
Eric Bailly,26.0,187.0,Cote d'Ivoire,Defender - Centre-Back,right,Manchester United,18.0,1.0,1359.0,0.0,18.0,0.0,1123.0,0.0,12.0,0.0,780.0,0.0,9.0,0.0,682.0,0.0,Premier League
Victor Lindelöf,26.0,187.0,Sweden,Defender - Centre-Back,right,Manchester United,29.0,0.0,2361.0,0.0,40.0,1.0,3502.0,0.0,47.0,1.0,4108.0,0.0,20.0,1.0,1719.0,0.0,Premier League
Phil Jones,28.0,185.0,England,Defender - Centre-Back,right,Manchester United,25.0,0.0,2152.0,0.0,24.0,0.0,1713.0,0.0,8.0,1.0,562.0,0.0,,,,,Premier League
Marcos Rojo,30.0,187.0,Argentina,Defender - Centre-Back,left,Manchester United,12.0,0.0,910.0,0.0,8.0,0.0,355.0,0.0,10.0,0.0,738.0,0.0,1.0,0.0,45.0,0.0,Premier League
Chris Smalling,31.0,194.0,England,Defender - Centre-Back,right,AS Roma,46.0,4.0,3975.0,0.0,34.0,1.0,3028.0,0.0,37.0,3.0,3196.0,0.0,11.0,0.0,710.0,0.0,Premier League
Daley Blind,30.0,180.0,Netherlands,Defender - Centre-Back,left,Ajax Amsterdam,17.0,1.0,1231.0,0.0,57.0,6.0,4919.0,0.0,34.0,1.0,2899.0,0.0,19.0,1.0,1587.0,0.0,Premier League
Axel Tuanzebe,23.0,186.0,England  DR Congo,Defender - Centre-Back,right,Manchester United,10.0,0.0,588.0,0.0,30.0,0.0,2574.0,0.0,11.0,0.0,701.0,0.0,10.0,0.0,427.0,0.0,Premier League
Luke Shaw,25.0,185.0,England,Defender - Left-Back,left,Manchester United,23.0,0.0,1658.0,0.0,40.0,1.0,3582.0,0.0,33.0,1.0,2526.0,0.0,18.0,0.0,1408.0,0.0,Premier League
Cameron Borthwick-Jackson,23.0,189.0,England,Defender - Left-Back,left,Oldham Athletic,13.0,0.0,1010.0,0.0,33.0,2.0,2712.0,0.0,12.0,0.0,969.0,0.0,21.0,0.0,1683.0,0.0,Premier League
Matteo Darmian,31.0,183.0,Italy,Defender - Right-Back,right,Inter Milan,17.0,0.0,1105.0,0.0,7.0,0.0,533.0,0.0,34.0,1.0,2685.0,0.0,16.0,1.0,885.0,0.0,Premier League
Antonio Valencia,35.0,180.0,Ecuador,Defender - Right-Back,right,Querétaro FC,39.0,3.0,3422.0,0.0,34.0,1.0,2929.0,0.0,7.0,0.0,630.0,0.0,,,,,Premier League
Timothy Fosu-Mensah,23.0,190.0,Netherlands  Ghana,Defender - Right-Back,right,Manchester United,24.0,0.0,1818.0,0.0,13.0,0.0,884.0,0.0,8.0,0.0,441.0,0.0,3.0,0.0,108.0,0.0,Premier League
Nemanja Matic,32.0,194.0,Serbia  Slovakia,midfield - Defensive Midfield,left,Manchester United,49.0,2.0,4156.0,0.0,38.0,1.0,3337.0,0.0,34.0,1.0,2560.0,0.0,16.0,0.0,960.0,0.0,Premier League
Michael Carrick,39.0,189.0,England,midfield - Defensive Midfield,both,Retired,5.0,0.0,379.0,0.0,,,,,,,,,,,,,Premier League
Paul Pogba,27.0,191.0,France,midfield - Central Midfield,both,Manchester United,37.0,6.0,2879.0,0.0,47.0,16.0,4012.0,0.0,22.0,1.0,1608.0,0.0,21.0,2.0,1238.0,0.0,Premier League
Ander Herrera,31.0,182.0,Spain,midfield - Central Midfield,right,Paris Saint-Germain,39.0,2.0,2209.0,0.0,28.0,3.0,1887.0,0.0,22.0,1.0,1282.0,0.0,22.0,1.0,1388.0,0.0,Premier League
Marouane Fellaini,33.0,194.0,Belgium  Morocco,midfield - Central Midfield,right,Shandong Luneng Taishan,23.0,5.0,878.0,0.0,55.0,14.0,4108.0,0.0,23.0,8.0,1811.0,0.0,,,,,Premier League
Scott McTominay,24.0,193.0,Scotland  England,midfield - Central Midfield,right,Manchester United,27.0,0.0,1667.0,0.0,22.0,2.0,1224.0,0.0,37.0,5.0,2453.0,0.0,22.0,4.0,1514.0,0.0,Premier League
Ethan Hamilton,22.0,187.0,Scotland,midfield - Central Midfield,left,Peterborough United,27.0,1.0,2226.0,0.0,28.0,5.0,2402.0,0.0,30.0,2.0,2367.0,0.0,14.0,0.0,738.0,0.0,Premier League
Ashley Young,35.0,175.0,England  Jamaica,midfield - Left Midfield,both,Inter Milan,39.0,2.0,3156.0,0.0,41.0,2.0,3509.0,0.0,43.0,5.0,3005.0,0.0,18.0,0.0,1160.0,0.0,Premier League
Henrikh Mkhitaryan,31.0,177.0,Armenia,midfield - Attacking Midfield,both,AS Roma,39.0,5.0,2582.0,0.0,39.0,6.0,2522.0,0.0,30.0,9.0,1942.0,0.0,21.0,9.0,1585.0,0.0,Premier League
Juan Mata,32.0,170.0,Spain,midfield - Attacking Midfield,left,Manchester United,40.0,3.0,2677.0,0.0,32.0,6.0,1779.0,0.0,37.0,3.0,1939.0,0.0,10.0,2.0,656.0,0.0,Premier League
Wayne Rooney,35.0,176.0,England,midfield - Attacking Midfield,right,Derby County,61.0,23.0,4782.0,0.0,31.0,13.0,2636.0,0.0,24.0,6.0,2100.0,0.0,11.0,1.0,887.0,0.0,Premier League
Angel Gomes,20.0,168.0,England  Portugal,midfield - Attacking Midfield,right,Boavista FC,18.0,5.0,1280.0,0.0,24.0,8.0,1882.0,0.0,13.0,4.0,900.0,0.0,13.0,3.0,1117.0,0.0,Premier League
Marcus Rashford,23.0,185.0,England,attack - Left Winger,right,Manchester United,52.0,13.0,2676.0,0.0,47.0,13.0,3291.0,0.0,44.0,22.0,3473.0,0.0,27.0,14.0,1947.0,0.0,Premier League
Jesse Lingard,28.0,174.0,England,attack - Right Winger,right,Manchester United,48.0,13.0,2652.0,0.0,36.0,5.0,2201.0,0.0,40.0,4.0,1888.0,0.0,3.0,0.0,179.0,0.0,Premier League
Romelu Lukaku,27.0,191.0,Belgium  DR Congo,attack - Centre-Forward,left,Inter Milan,51.0,27.0,4071.0,0.0,45.0,15.0,3001.0,0.0,51.0,34.0,4189.0,0.0,20.0,16.0,1511.0,0.0,Premier League
Alexis Sánchez,32.0,168.0,Chile,attack - Centre-Forward,right,Inter Milan,40.0,11.0,3252.0,0.0,27.0,2.0,1240.0,0.0,32.0,4.0,1392.0,0.0,15.0,2.0,727.0,0.0,Premier League
Anthony Martial,25.0,181.0,France  Guadeloupe,attack - Centre-Forward,right,Manchester United,45.0,11.0,2337.0,0.0,38.0,12.0,2327.0,0.0,48.0,23.0,3566.0,0.0,20.0,5.0,1392.0,0.0,Premier League
Zlatan Ibrahimovic,39.0,195.0,Sweden  Bosnia-Herzegovina,attack - Centre-Forward,both,AC Milan,34.0,23.0,2330.0,0.0,31.0,31.0,2790.0,0.0,20.0,11.0,1509.0,0.0,11.0,11.0,797.0,0.0,Premier League
James Wilson,25.0,183.0,England,attack - Centre-Forward,left,Salford City,19.0,4.0,1180.0,0.0,33.0,4.0,1417.0,0.0,22.0,2.0,1049.0,0.0,18.0,7.0,1350.0,0.0,Premier League
David Ospina,32.0,183.0,Colombia,Goalkeeper,right,SSC Napoli,21.0,0.0,1820.0,0.0,24.0,0.0,2087.0,0.0,23.0,0.0,2010.0,0.0,12.0,0.0,1080.0,0.0,Premier League
Petr Cech,38.0,196.0,Czech Republic,Goalkeeper,left,Retired,38.0,0.0,3430.0,0.0,22.0,0.0,1935.0,0.0,,,,,1.0,0.0,90.0,0.0,Premier League
Matt Macey,26.0,201.0,England,Goalkeeper,right,Hibernian FC,8.0,0.0,750.0,0.0,38.0,0.0,3313.0,0.0,8.0,0.0,720.0,0.0,3.0,0.0,270.0,0.0,Premier League
Dejan Iliev,25.0,195.0,North Macedonia  England,Goalkeeper,right,Shrewsbury Town,8.0,0.0,645.0,0.0,21.0,0.0,1877.0,0.0,22.0,0.0,1980.0,0.0,3.0,0.0,270.0,0.0,Premier League
Shkodran Mustafi,28.0,184.0,Germany  Albania,Defender - Centre-Back,right,Arsenal FC,38.0,3.0,3263.0,0.0,40.0,3.0,3333.0,0.0,27.0,1.0,2253.0,0.0,9.0,0.0,534.0,0.0,Premier League
Laurent Koscielny,35.0,186.0,France  Poland,Defender - Centre-Back,right,FC Girondins Bordeaux,33.0,2.0,2790.0,0.0,31.0,3.0,2406.0,0.0,28.0,0.0,2484.0,0.0,11.0,0.0,934.0,0.0,Premier League
Calum Chambers,25.0,182.0,England,Defender - Centre-Back,right,Arsenal FC,25.0,0.0,1832.0,0.0,33.0,2.0,2766.0,0.0,18.0,1.0,1384.0,0.0,6.0,1.0,411.0,0.0,Premier League
Rob Holding,25.0,189.0,England,Defender - Centre-Back,right,Arsenal FC,28.0,1.0,2195.0,0.0,16.0,0.0,1317.0,0.0,23.0,1.0,1609.0,0.0,18.0,0.0,1528.0,0.0,Premier League
Konstantinos Mavropanos,23.0,194.0,Greece,Defender - Centre-Back,right,VfB Stuttgart,24.0,3.0,2004.0,0.0,6.0,0.0,310.0,0.0,23.0,0.0,1924.0,0.0,6.0,0.0,329.0,0.0,Premier League
Per Mertesacker,36.0,200.0,Germany,Defender - Centre-Back,right,Retired,12.0,2.0,847.0,0.0,,,,,,,,,,,,,Premier League
Sead Kolasinac,27.0,183.0,Bosnia-Herzegovina  Germany,Defender - Left-Back,left,FC Schalke 04,36.0,5.0,2623.0,0.0,36.0,0.0,2789.0,0.0,32.0,0.0,2044.0,0.0,10.0,0.0,817.0,0.0,Premier League
Nacho Monreal,34.0,180.0,Spain,Defender - Left-Back,left,Real Sociedad,38.0,6.0,3091.0,0.0,36.0,1.0,2898.0,0.0,36.0,2.0,2962.0,0.0,16.0,2.0,1257.0,0.0,Premier League
Cohen Bramall,24.0,178.0,England,Defender - Left-Back,left,Colchester United,9.0,0.0,711.0,0.0,11.0,0.0,716.0,0.0,32.0,2.0,2807.0,0.0,21.0,0.0,1913.0,0.0,Premier League
Héctor Bellerín,25.0,178.0,Spain,Defender - Right-Back,right,Arsenal FC,47.0,3.0,4161.0,0.0,19.0,0.0,1533.0,0.0,25.0,1.0,1949.0,0.0,18.0,0.0,1373.0,0.0,Premier League
Mathieu Debuchy,35.0,177.0,France,Defender - Right-Back,right,AS Saint-Étienne,23.0,5.0,2012.0,0.0,24.0,4.0,1947.0,0.0,32.0,2.0,2693.0,0.0,11.0,1.0,863.0,0.0,Premier League
Carl Jenkinson,28.0,185.0,England  Finland,Defender - Right-Back,right,Nottingham Forest,9.0,0.0,681.0,0.0,9.0,1.0,647.0,0.0,10.0,0.0,800.0,0.0,4.0,0.0,218.0,0.0,Premier League
Jordi Osei-Tutu,22.0,176.0,England  Ghana,Defender - Right-Back,right,Cardiff City,18.0,2.0,1620.0,0.0,12.0,0.0,987.0,0.0,22.0,5.0,1359.0,0.0,7.0,0.0,594.0,0.0,Premier League
Granit Xhaka,28.0,186.0,Switzerland,midfield - Defensive Midfield,left,Arsenal FC,48.0,3.0,4150.0,0.0,40.0,4.0,3441.0,0.0,41.0,1.0,3433.0,0.0,19.0,1.0,1450.0,0.0,Premier League
Francis Coquelin,29.0,177.0,France,midfield - Defensive Midfield,right,Villarreal CF,26.0,1.0,1675.0,0.0,42.0,0.0,2810.0,0.0,36.0,0.0,2579.0,0.0,13.0,0.0,615.0,0.0,Premier League
Mohamed Elneny,28.0,179.0,Egypt,midfield - Defensive Midfield,right,Arsenal FC,32.0,1.0,2341.0,0.0,17.0,0.0,1013.0,0.0,36.0,1.0,3064.0,0.0,20.0,1.0,1577.0,0.0,Premier League
Krystian Bielik,23.0,189.0,Poland,midfield - Defensive Midfield,right,Derby County,4.0,0.0,357.0,0.0,35.0,5.0,2905.0,0.0,22.0,0.0,1602.0,0.0,11.0,1.0,966.0,0.0,Premier League
Josh Dasilva,22.0,184.0,England  Angola,midfield - Defensive Midfield,left,Brentford FC,20.0,1.0,1515.0,0.0,21.0,1.0,780.0,0.0,47.0,10.0,3211.0,0.0,27.0,5.0,1938.0,0.0,Premier League
Charlie Gilmour,21.0,170.0,Scotland  England,midfield - Defensive Midfield,right,Norwich City U23,9.0,3.0,584.0,0.0,25.0,4.0,1995.0,0.0,25.0,0.0,2223.0,0.0,,,,,Premier League
Ben Sheaf,22.0,185.0,England,midfield - Defensive Midfield,right,Coventry City,18.0,0.0,1322.0,0.0,13.0,0.0,927.0,0.0,38.0,2.0,2943.0,0.0,22.0,0.0,1683.0,0.0,Premier League
Aaron Ramsey,30.0,182.0,Wales,midfield - Central Midfield,both,Juventus FC,32.0,11.0,2466.0,0.0,40.0,6.0,2171.0,0.0,35.0,4.0,1384.0,0.0,15.0,0.0,879.0,0.0,Premier League
Alex Oxlade-Chamberlain,27.0,175.0,England,midfield - Central Midfield,right,Liverpool FC,46.0,5.0,2410.0,0.0,4.0,0.0,105.0,0.0,43.0,8.0,2225.0,0.0,4.0,0.0,95.0,0.0,Premier League
Jack Wilshere,29.0,172.0,England,midfield - Central Midfield,left,Without Club,40.0,2.0,2795.0,0.0,9.0,0.0,456.0,0.0,10.0,1.0,358.0,0.0,1.0,0.0,90.0,0.0,Premier League
Jeff Reine-Adélaïde,22.0,184.0,France  Martinique,midfield - Central Midfield,right,OGC Nice,18.0,1.0,1019.0,0.0,36.0,3.0,2645.0,0.0,23.0,3.0,1195.0,0.0,14.0,1.0,943.0,0.0,Premier League
Santi Cazorla,36.0,168.0,Spain,midfield - Central Midfield,both,Al-Sadd SC,,,,,46.0,7.0,3117.0,0.0,45.0,17.0,3265.0,0.0,13.0,8.0,1125.0,0.0,Premier League
Marcus McGuane,21.0,178.0,England  Ireland,midfield - Central Midfield,right,Oxford United,19.0,2.0,974.0,0.0,16.0,0.0,659.0,0.0,16.0,1.0,1304.0,0.0,18.0,0.0,1215.0,0.0,Premier League
Joe Willock,21.0,186.0,England  Montserrat,midfield - Central Midfield,right,Arsenal FC,23.0,1.0,1587.0,0.0,20.0,12.0,1551.0,0.0,44.0,5.0,1855.0,0.0,17.0,3.0,1000.0,0.0,Premier League
Ainsley Maitland-Niles,23.0,180.0,England,midfield - Right Midfield,right,Arsenal FC,32.0,0.0,2310.0,0.0,31.0,2.0,2188.0,0.0,33.0,1.0,2106.0,0.0,20.0,0.0,1118.0,0.0,Premier League
Mesut Özil,32.0,180.0,Germany,midfield - Attacking Midfield,left,Arsenal FC,35.0,5.0,2953.0,0.0,35.0,6.0,2420.0,0.0,23.0,1.0,1812.0,0.0,,,,,Premier League
Henrikh Mkhitaryan,31.0,177.0,Armenia,midfield - Attacking Midfield,both,AS Roma,39.0,5.0,2582.0,0.0,39.0,6.0,2522.0,0.0,30.0,9.0,1942.0,0.0,21.0,9.0,1585.0,0.0,Premier League
Vlad Dragomir,21.0,178.0,Romania,midfield - Attacking Midfield,left,AC Perugia Calcio,20.0,6.0,1533.0,0.0,32.0,1.0,2597.0,0.0,27.0,0.0,1730.0,0.0,17.0,2.0,934.0,0.0,Premier League
Alex Iwobi,24.0,183.0,Nigeria  England,attack - Left Winger,right,Everton FC,39.0,3.0,2645.0,0.0,51.0,6.0,2839.0,0.0,29.0,2.0,1941.0,0.0,18.0,1.0,1048.0,0.0,Premier League
Theo Walcott,31.0,175.0,England,attack - Right Winger,both,Southampton FC,30.0,7.0,2069.0,0.0,40.0,6.0,2168.0,0.0,29.0,2.0,1449.0,0.0,14.0,2.0,1114.0,0.0,Premier League
Reiss Nelson,21.0,175.0,England  Zimbabwe,attack - Right Winger,right,Arsenal FC,27.0,9.0,1750.0,0.0,31.0,8.0,953.0,0.0,24.0,3.0,1131.0,0.0,10.0,2.0,538.0,0.0,Premier League
Pierre-Emerick Aubameyang,31.0,187.0,Gabon  France,attack - Centre-Forward,right,Arsenal FC,38.0,31.0,3316.0,0.0,51.0,31.0,3859.0,0.0,44.0,29.0,3725.0,0.0,18.0,6.0,1587.0,0.0,Premier League
Alexis Sánchez,32.0,168.0,Chile,attack - Centre-Forward,right,Inter Milan,40.0,11.0,3252.0,0.0,27.0,2.0,1240.0,0.0,32.0,4.0,1392.0,0.0,15.0,2.0,727.0,0.0,Premier League
