name,age,height,citizenship,position,foot,current club,17/18 games,17/18 goals,17/18 assists,17/18 minutes,18/19 games,18/19 goals,18/19 assists,18/19 minutes,19/20 games,19/20 goals,19/20 assists,19/20 minutes,20/21 games,20/21 goals,20/21 assists,20/21 minutes,current league
Justin Hoogma,22,"1,90 m",Netherlands,Defender - Centre-Back,left,FC Utrecht,20.0,0.0,1782.0,0.0,23.0,2.0,1854.0,0.0,28.0,1.0,2539.0,0.0,16.0,1.0,1405.0,0.0,Bundesliga
Simon Lorenz,23,"1,87 m",Germany,Defender - Centre-Back,right,Holstein Kiel,18.0,3.0,1605.0,0.0,40.0,4.0,3400.0,0.0,17.0,1.0,1423.0,0.0,1.0,0.0,45.0,0.0,Bundesliga
Nico Schulz,27,"1,80 m",Germany  Italy,Defender - Left-Back,left,Borussia Dortmund,34.0,2.0,2344.0,0.0,37.0,2.0,3139.0,0.0,18.0,1.0,1164.0,0.0,8.0,0.0,273.0,0.0,Bundesliga
Alexander Rossipal,24,"1,84 m",Germany,Defender - Left-Back,left,SV Sandhausen,25.0,2.0,2021.0,0.0,6.0,1.0,438.0,0.0,24.0,0.0,1916.0,0.0,6.0,1.0,450.0,0.0,Bundesliga
Pavel Kaderabek,28,"1,82 m",Czech Republic,Defender - Right-Back,right,TSG 1899 Hoffenheim,34.0,3.0,2631.0,0.0,36.0,5.0,3140.0,0.0,33.0,3.0,2776.0,0.0,4.0,0.0,291.0,0.0,Bundesliga
Jeremy Toljan,26,"1,82 m",Germany  United States,Defender - Right-Back,right,US Sassuolo,27.0,1.0,1998.0,0.0,15.0,0.0,1031.0,0.0,30.0,1.0,2275.0,0.0,8.0,0.0,586.0,0.0,Bundesliga
Felix Passlack,22,"1,70 m",Germany,Defender - Right-Back,right,Borussia Dortmund,19.0,2.0,1281.0,0.0,8.0,0.0,628.0,0.0,28.0,3.0,2477.0,0.0,10.0,1.0,514.0,0.0,Bundesliga
Eugen Polanski,34,"1,83 m",Poland  Germany,midfield - Defensive Midfield,right,Retired,14.0,0.0,579.0,0.0,,,,,,,,,,,,,Bundesliga
Johannes Bühler,23,"1,81 m",Germany,midfield - Defensive Midfield,right,Fortuna Düsseldorf II,34.0,2.0,2575.0,0.0,9.0,0.0,585.0,0.0,13.0,0.0,992.0,0.0,,,,,Bundesliga
Kerem Demirbay,27,"1,83 m",Germany  Turkey,midfield - Central Midfield,left,Bayer 04 Leverkusen,27.0,2.0,1852.0,0.0,32.0,4.0,2481.0,0.0,40.0,2.0,2725.0,0.0,16.0,2.0,1010.0,0.0,Bundesliga
Florian Grillitsch,25,"1,87 m",Austria,midfield - Central Midfield,right,TSG 1899 Hoffenheim,29.0,2.0,2220.0,0.0,36.0,1.0,2810.0,0.0,34.0,1.0,2616.0,0.0,16.0,4.0,1001.0,0.0,Bundesliga
Dennis Geiger,22,"1,73 m",Germany,midfield - Central Midfield,right,TSG 1899 Hoffenheim,27.0,2.0,1867.0,0.0,8.0,0.0,558.0,0.0,23.0,0.0,1301.0,0.0,14.0,1.0,935.0,0.0,Bundesliga
Lukas Rupp,30,"1,78 m",Germany,midfield - Central Midfield,right,Norwich City,25.0,3.0,1466.0,0.0,4.0,0.0,238.0,0.0,24.0,0.0,1319.0,0.0,12.0,0.0,857.0,0.0,Bundesliga
Steven Zuber,29,"1,82 m",Switzerland,midfield - Left Midfield,right,Eintracht Frankfurt,27.0,1.0,1913.0,0.0,28.0,6.0,1862.0,0.0,16.0,2.0,911.0,0.0,10.0,0.0,521.0,0.0,Bundesliga
Nadiem Amiri,24,"1,80 m",Germany  Afghanistan,midfield - Attacking Midfield,right,Bayer 04 Leverkusen,33.0,4.0,2096.0,0.0,15.0,3.0,859.0,0.0,42.0,1.0,2561.0,0.0,21.0,5.0,1498.0,0.0,Bundesliga
Robert Zulj,28,"1,89 m",Austria  Croatia,midfield - Attacking Midfield,right,VfL Bochum,7.0,1.0,342.0,0.0,32.0,4.0,1982.0,0.0,12.0,1.0,704.0,0.0,14.0,8.0,1117.0,0.0,Bundesliga
Maximilian Waack,24,"1,73 m",Germany,midfield - Attacking Midfield,right,FC-Astoria Walldorf,28.0,3.0,2366.0,0.0,26.0,1.0,1813.0,0.0,10.0,0.0,565.0,0.0,12.0,0.0,842.0,0.0,Bundesliga
Philipp Ochs,23,"1,75 m",Germany,attack - Left Winger,left,Hannover 96,16.0,3.0,662.0,0.0,31.0,3.0,2120.0,0.0,10.0,1.0,414.0,0.0,5.0,0.0,205.0,0.0,Bundesliga
Robin Hack,22,"1,76 m",Germany,attack - Left Winger,right,1.FC Nuremberg,22.0,4.0,1588.0,0.0,10.0,1.0,679.0,0.0,34.0,10.0,2851.0,0.0,14.0,3.0,995.0,0.0,Bundesliga
Serge Gnabry,25,"1,76 m",Germany  Cote d'Ivoire,attack - Right Winger,right,Bayern Munich,27.0,10.0,1806.0,0.0,42.0,13.0,2541.0,0.0,46.0,23.0,3346.0,0.0,20.0,4.0,1369.0,0.0,Bundesliga
Nicolas Wähling,23,"1,87 m",Germany  England,attack - Right Winger,right,SSV Jahn Regensburg,31.0,9.0,1929.0,0.0,32.0,3.0,2436.0,0.0,3.0,0.0,174.0,0.0,10.0,3.0,821.0,0.0,Bundesliga
Mark Uth,29,"1,85 m",Germany,attack - Second Striker,left,FC Schalke 04,38.0,17.0,2568.0,0.0,29.0,4.0,2113.0,0.0,25.0,5.0,1666.0,0.0,11.0,2.0,897.0,0.0,Bundesliga
Andrej Kramaric,29,"1,77 m",Croatia,attack - Centre-Forward,right,TSG 1899 Hoffenheim,42.0,13.0,2928.0,0.0,37.0,22.0,2976.0,0.0,20.0,12.0,1509.0,0.0,16.0,13.0,1318.0,0.0,Bundesliga
Sandro Wagner,33,"1,94 m",Germany,attack - Centre-Forward,right,Retired,35.0,15.0,2187.0,0.0,38.0,13.0,2557.0,0.0,,,,,,,,,Bundesliga
Ádám Szalai,33,"1,93 m",Hungary,attack - Centre-Forward,right,1.FSV Mainz 05,20.0,5.0,946.0,0.0,37.0,6.0,2016.0,0.0,28.0,2.0,1212.0,0.0,4.0,1.0,51.0,0.0,Bundesliga
Meris Skenderovic,22,"1,83 m",Montenegro  Germany,attack - Centre-Forward,left,TSG 1899 Hoffenheim II,16.0,2.0,1131.0,0.0,20.0,6.0,882.0,0.0,20.0,0.0,783.0,0.0,11.0,3.0,473.0,0.0,Bundesliga
David Otto,21,"1,85 m",Germany,attack - Centre-Forward,right,1.FC Heidenheim 1846,30.0,28.0,2452.0,0.0,19.0,3.0,1379.0,0.0,29.0,1.0,1261.0,0.0,5.0,0.0,98.0,0.0,Bundesliga
Timo Horn,27,"1,92 m",Germany,Goalkeeper,left,1. FC Köln,43.0,0.0,3870.0,0.0,35.0,0.0,3180.0,0.0,36.0,0.0,3270.0,0.0,17.0,0.0,1480.0,0.0,Bundesliga
Thomas Kessler,34,"1,97 m",Germany,Goalkeeper,right,Retired,0.0,0.0,0.0,0.0,1.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,,,,,Bundesliga
Sven Müller,24,"1,90 m",Germany,Goalkeeper,left,Hallescher FC,27.0,0.0,2430.0,0.0,4.0,0.0,300.0,0.0,,,,,13.0,0.0,1170.0,0.0,Bundesliga
Brady Scott,21,"1,87 m",United States,Goalkeeper,right,Austin FC,8.0,0.0,720.0,0.0,13.0,0.0,1170.0,0.0,13.0,0.0,1170.0,0.0,,,,,Bundesliga
Dominique Heintz,27,"1,88 m",Germany,Defender - Centre-Back,left,SC Freiburg,38.0,1.0,3420.0,0.0,36.0,1.0,3264.0,0.0,30.0,0.0,2644.0,0.0,12.0,0.0,917.0,0.0,Bundesliga
Jorge Meré,23,"1,82 m",Spain,Defender - Centre-Back,right,1. FC Köln,26.0,1.0,2204.0,0.0,28.0,0.0,2499.0,0.0,13.0,1.0,824.0,0.0,7.0,0.0,532.0,0.0,Bundesliga
Frederik Sörensen,28,"1,94 m",Denmark,Defender - Centre-Back,right,1. FC Köln,35.0,3.0,2632.0,0.0,6.0,0.0,136.0,0.0,25.0,1.0,1976.0,0.0,3.0,0.0,97.0,0.0,Bundesliga
Dominic Maroh,33,"1,86 m",Slovenia  Germany,Defender - Centre-Back,right,KFC Uerdingen 05,15.0,1.0,1221.0,0.0,29.0,1.0,2595.0,0.0,16.0,1.0,1224.0,0.0,,,,,Bundesliga
João Queirós,22,"1,92 m",Portugal,Defender - Centre-Back,left,1. FC Köln,14.0,0.0,843.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1080.0,0.0,,,,,Bundesliga
Yann Aurel Bisseck,20,"1,96 m",Germany  Cameroon,Defender - Centre-Back,right,Vitória Guimarães SC,24.0,2.0,1924.0,0.0,21.0,2.0,1514.0,0.0,14.0,2.0,841.0,0.0,,,,,Bundesliga
Filip Kusic,24,"1,87 m",Serbia  Germany,Defender - Centre-Back,both,Türkgücü München,33.0,2.0,2796.0,0.0,14.0,0.0,1178.0,0.0,7.0,0.0,409.0,0.0,8.0,0.0,616.0,0.0,Bundesliga
Jannes Horn,23,"1,86 m",Germany,Defender - Left-Back,left,1. FC Köln,15.0,0.0,1187.0,0.0,19.0,0.0,1248.0,0.0,24.0,0.0,1761.0,0.0,14.0,0.0,867.0,0.0,Bundesliga
Konstantin Rausch,30,"1,81 m",Russia  Germany,Defender - Left-Back,left,Without Club,29.0,0.0,2357.0,0.0,16.0,0.0,1165.0,0.0,18.0,1.0,1383.0,0.0,4.0,1.0,35.0,0.0,Bundesliga
Tim Handwerker,22,"1,82 m",Germany,Defender - Left-Back,left,1.FC Nuremberg,25.0,1.0,1487.0,0.0,36.0,0.0,3059.0,0.0,31.0,1.0,2570.0,0.0,16.0,1.0,1440.0,0.0,Bundesliga
Birk Risa,22,"1,88 m",Norway,Defender - Left-Back,left,Molde FK,44.0,5.0,3561.0,0.0,35.0,2.0,3173.0,0.0,27.0,1.0,2363.0,0.0,3.0,0.0,262.0,0.0,Bundesliga
Lukas Klünter,24,"1,84 m",Germany,Defender - Right-Back,right,Hertha BSC,28.0,1.0,2047.0,0.0,12.0,0.0,720.0,0.0,24.0,0.0,1905.0,0.0,0.0,0.0,0.0,0.0,Bundesliga
Pawel Olkowski,30,"1,84 m",Poland,Defender - Right-Back,right,Gaziantep FK,14.0,0.0,1031.0,0.0,39.0,2.0,3279.0,0.0,13.0,0.0,861.0,0.0,13.0,0.0,992.0,0.0,Bundesliga
Kevin Goden,21,"1,83 m",Germany,Defender - Right-Back,right,1.FC Nuremberg,19.0,5.0,1477.0,0.0,14.0,2.0,960.0,0.0,7.0,0.0,350.0,0.0,5.0,4.0,428.0,0.0,Bundesliga
Jonas Hector,30,"1,85 m",Germany,midfield - Defensive Midfield,left,1. FC Köln,22.0,2.0,1886.0,0.0,31.0,6.0,2801.0,0.0,31.0,5.0,2645.0,0.0,8.0,1.0,395.0,0.0,Bundesliga
Marco Höger,31,"1,82 m",Germany,midfield - Defensive Midfield,right,1. FC Köln,26.0,0.0,1876.0,0.0,28.0,1.0,2155.0,0.0,16.0,0.0,727.0,0.0,3.0,0.0,109.0,0.0,Bundesliga
Matthias Lehmann,37,"1,79 m",Germany,midfield - Defensive Midfield,right,Retired,27.0,0.0,2076.0,0.0,4.0,0.0,67.0,0.0,,,,,,,,,Bundesliga
Vincent Koziello,25,"1,68 m",France  Poland,midfield - Central Midfield,right,CD Nacional,35.0,1.0,2227.0,0.0,15.0,1.0,626.0,0.0,8.0,0.0,638.0,0.0,7.0,0.0,440.0,0.0,Bundesliga
Salih Özcan,22,"1,80 m",Germany,midfield - Central Midfield,right,1. FC Köln,32.0,0.0,2427.0,0.0,17.0,1.0,757.0,0.0,31.0,6.0,2506.0,0.0,16.0,1.0,996.0,0.0,Bundesliga
Milos Jojic,28,"1,77 m",Serbia,midfield - Central Midfield,right,FK Partizan Belgrade,34.0,3.0,2112.0,0.0,14.0,1.0,602.0,0.0,14.0,1.0,1061.0,0.0,8.0,0.0,545.0,0.0,Bundesliga
Nikolas Nartey,20,"1,85 m",Denmark  Ghana,midfield - Central Midfield,left,SV Sandhausen,11.0,2.0,801.0,0.0,18.0,3.0,1306.0,0.0,21.0,1.0,1307.0,0.0,15.0,0.0,1096.0,0.0,Bundesliga
Marcel Risse,31,"1,83 m",Germany,midfield - Right Midfield,right,FC Viktoria Köln,18.0,1.0,1284.0,0.0,23.0,2.0,1771.0,0.0,7.0,0.0,183.0,0.0,10.0,2.0,718.0,0.0,Bundesliga
Leonardo Bittencourt,27,"1,71 m",Germany  Brazil,midfield - Attacking Midfield,right,SV Werder Bremen,28.0,6.0,1968.0,0.0,26.0,1.0,1324.0,0.0,33.0,6.0,2125.0,0.0,14.0,3.0,930.0,0.0,Bundesliga
Anas Ouahim,23,"1,75 m",Morocco  Germany,midfield - Attacking Midfield,right,SV Sandhausen,27.0,8.0,2216.0,0.0,36.0,3.0,2543.0,0.0,26.0,3.0,1769.0,0.0,12.0,0.0,378.0,0.0,Bundesliga
Chris Führich,23,"1,78 m",Germany,attack - Left Winger,right,SC Paderborn 07,34.0,2.0,2479.0,0.0,33.0,5.0,2801.0,0.0,24.0,8.0,2031.0,0.0,16.0,7.0,1122.0,0.0,Bundesliga
Ismail Jakobs,21,"1,83 m",Germany  Senegal,attack - Left Winger,left,1. FC Köln,17.0,2.0,1179.0,0.0,17.0,3.0,1326.0,0.0,23.0,2.0,1929.0,0.0,11.0,0.0,938.0,0.0,Bundesliga
Christian Clemens,29,"1,79 m",Germany,attack - Right Winger,right,1. FC Köln,20.0,2.0,914.0,0.0,21.0,2.0,1461.0,0.0,1.0,0.0,15.0,0.0,7.0,0.0,534.0,0.0,Bundesliga
Yuya Osako,30,"1,82 m",Japan,attack - Second Striker,right,SV Werder Bremen,32.0,6.0,2273.0,0.0,23.0,5.0,1504.0,0.0,34.0,9.0,2209.0,0.0,12.0,0.0,541.0,0.0,Bundesliga
Jhon Córdoba,27,"1,88 m",Colombia,attack - Centre-Forward,right,Hertha BSC,22.0,2.0,1252.0,0.0,33.0,21.0,2012.0,0.0,31.0,14.0,2154.0,0.0,8.0,4.0,542.0,0.0,Bundesliga
Simon Terodde,32,"1,92 m",Germany,attack - Centre-Forward,right,Hamburger SV,32.0,8.0,2268.0,0.0,35.0,33.0,2559.0,0.0,25.0,4.0,879.0,0.0,16.0,16.0,1311.0,0.0,Bundesliga
Serhou Guirassy,24,"1,87 m",France  Guinea,attack - Centre-Forward,right,Stade Rennais FC,23.0,7.0,1361.0,0.0,30.0,5.0,1845.0,0.0,24.0,9.0,1993.0,0.0,16.0,6.0,1197.0,0.0,Bundesliga
Simon Zoller,29,"1,79 m",Germany,attack - Centre-Forward,right,VfL Bochum,22.0,5.0,1328.0,0.0,12.0,2.0,709.0,0.0,25.0,6.0,1582.0,0.0,16.0,8.0,1291.0,0.0,Bundesliga
Claudio Pizarro,42,"1,84 m",Peru  Italy,attack - Centre-Forward,right,Retired,16.0,1.0,572.0,0.0,30.0,7.0,808.0,0.0,19.0,2.0,239.0,0.0,,,,,Bundesliga
Artjoms Rudnevs,32,N/A,Latvia  Russia,attack - Centre-Forward,N/A,Retired,1.0,0.0,26.0,0.0,,,,,,,,,,,,,Bundesliga
Rune Jarstein,36,"1,92 m",Norway,Goalkeeper,right,Hertha BSC,34.0,0.0,3060.0,0.0,33.0,0.0,2955.0,0.0,31.0,0.0,2788.0,0.0,0.0,0.0,0.0,0.0,Bundesliga
Thomas Kraft,32,"1,87 m",Germany,Goalkeeper,right,Retired,8.0,0.0,720.0,0.0,5.0,0.0,434.0,0.0,6.0,0.0,570.0,0.0,,,,,Bundesliga
Jonathan Klinsmann,23,"1,94 m",United States  Germany,Goalkeeper,right,Without Club,11.0,0.0,990.0,0.0,14.0,0.0,1260.0,0.0,6.0,0.0,481.0,0.0,,,,,Bundesliga
Dennis Smarsch,21,"1,95 m",Germany,Goalkeeper,both,FC St. Pauli,21.0,0.0,1890.0,0.0,13.0,0.0,1170.0,0.0,14.0,0.0,1230.0,0.0,1.0,0.0,90.0,0.0,Bundesliga
Niklas Stark,25,"1,90 m",Germany,Defender - Centre-Back,right,Hertha BSC,31.0,2.0,2634.0,0.0,25.0,1.0,2170.0,0.0,24.0,1.0,2065.0,0.0,15.0,0.0,1341.0,0.0,Bundesliga
Karim Rekik,26,"1,86 m",Netherlands  Tunisia,Defender - Centre-Back,left,Sevilla FC,31.0,2.0,2753.0,0.0,27.0,0.0,2370.0,0.0,16.0,1.0,1470.0,0.0,8.0,0.0,550.0,0.0,Bundesliga
Jordan Torunarigha,23,"1,91 m",Germany  Nigeria,Defender - Centre-Back,left,Hertha BSC,25.0,2.0,1665.0,0.0,17.0,2.0,1350.0,0.0,23.0,2.0,1817.0,0.0,6.0,0.0,540.0,0.0,Bundesliga
Sebastian Langkamp,32,"1,91 m",Germany,Defender - Centre-Back,right,Perth Glory,26.0,0.0,1701.0,0.0,23.0,0.0,1533.0,0.0,7.0,0.0,425.0,0.0,,,,,Bundesliga
Fabian Lustenberger,32,"1,80 m",Switzerland,Defender - Centre-Back,right,BSC Young Boys,29.0,0.0,2076.0,0.0,30.0,0.0,2185.0,0.0,41.0,1.0,3293.0,0.0,14.0,0.0,1244.0,0.0,Bundesliga
Florian Baak,21,"1,91 m",Germany,Defender - Centre-Back,right,FC Winterthur,23.0,1.0,2023.0,0.0,27.0,5.0,2325.0,0.0,18.0,0.0,1567.0,0.0,18.0,1.0,1589.0,0.0,Bundesliga
Marvin Plattenhardt,28,"1,81 m",Germany,Defender - Left-Back,left,Hertha BSC,38.0,0.0,3420.0,0.0,25.0,2.0,2226.0,0.0,19.0,0.0,1587.0,0.0,11.0,0.0,776.0,0.0,Bundesliga
Maximilian Mittelstädt,23,"1,80 m",Germany,Defender - Left-Back,left,Hertha BSC,20.0,1.0,1153.0,0.0,29.0,3.0,2111.0,0.0,28.0,1.0,2024.0,0.0,12.0,0.0,741.0,0.0,Bundesliga
Mitchell Weiser,26,"1,77 m",Germany,Defender - Right-Back,right,Bayer 04 Leverkusen,31.0,2.0,2531.0,0.0,41.0,2.0,3056.0,0.0,28.0,1.0,1895.0,0.0,5.0,1.0,224.0,0.0,Bundesliga
Peter Pekarik,34,"1,77 m",Slovakia,Defender - Right-Back,right,Hertha BSC,23.0,1.0,1887.0,0.0,4.0,0.0,288.0,0.0,12.0,0.0,1040.0,0.0,15.0,3.0,1080.0,0.0,Bundesliga
Arne Maier,22,"1,86 m",Germany,midfield - Defensive Midfield,right,Arminia Bielefeld,32.0,1.0,2462.0,0.0,26.0,0.0,2248.0,0.0,16.0,0.0,722.0,0.0,6.0,0.0,133.0,0.0,Bundesliga
Vladimir Darida,30,"1,72 m",Czech Republic,midfield - Central Midfield,right,Hertha BSC,24.0,0.0,1845.0,0.0,13.0,0.0,585.0,0.0,30.0,4.0,2471.0,0.0,14.0,0.0,1114.0,0.0,Bundesliga
Per Ciljan Skjelbred,33,"1,75 m",Norway,midfield - Central Midfield,right,Rosenborg BK,33.0,0.0,2494.0,0.0,17.0,0.0,1098.0,0.0,40.0,1.0,2937.0,0.0,3.0,0.0,270.0,0.0,Bundesliga
Sidney Friede,22,"1,88 m",Germany,midfield - Central Midfield,right,DAC Dunajska Streda,20.0,3.0,1477.0,0.0,17.0,3.0,1339.0,0.0,7.0,0.0,439.0,0.0,12.0,3.0,827.0,0.0,Bundesliga
Valentino Lazaro,24,"1,80 m",Austria,midfield - Right Midfield,right,Borussia Mönchengladbach,35.0,3.0,2550.0,0.0,34.0,3.0,3043.0,0.0,26.0,2.0,1092.0,0.0,12.0,1.0,593.0,0.0,Bundesliga
Valentin Stocker,31,"1,79 m",Switzerland,midfield - Right Midfield,left,FC Basel 1893,22.0,2.0,1407.0,0.0,26.0,4.0,1445.0,0.0,48.0,12.0,3823.0,0.0,11.0,4.0,895.0,0.0,Bundesliga
Genki Haraguchi,29,"1,77 m",Japan,midfield - Attacking Midfield,right,Hannover 96,24.0,1.0,1336.0,0.0,29.0,0.0,2218.0,0.0,33.0,6.0,2455.0,0.0,17.0,1.0,1485.0,0.0,Bundesliga
Ondrej Duda,26,"1,81 m",Slovakia,midfield - Attacking Midfield,right,1. FC Köln,24.0,1.0,1117.0,0.0,35.0,11.0,2865.0,0.0,22.0,1.0,1516.0,0.0,16.0,2.0,1222.0,0.0,Bundesliga
Julius Kade,21,"1,82 m",Germany,midfield - Attacking Midfield,left,SG Dynamo Dresden,25.0,8.0,1998.0,0.0,9.0,4.0,794.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,628.0,0.0,Bundesliga
Salomon Kalou,35,"1,84 m",Cote d'Ivoire,attack - Left Winger,right,Botafogo de Futebol e Regatas,36.0,12.0,2535.0,0.0,33.0,8.0,2573.0,0.0,30.0,3.0,1478.0,0.0,,,,,Bundesliga
Maurice Covic,22,"1,75 m",Germany  Croatia,attack - Left Winger,both,Hertha BSC II,22.0,2.0,1650.0,0.0,21.0,4.0,1586.0,0.0,9.0,1.0,738.0,0.0,8.0,0.0,720.0,0.0,Bundesliga
Sinan Kurt,24,"1,78 m",Germany  Turkey,attack - Left Winger,left,SV Straelen,21.0,1.0,1281.0,0.0,20.0,1.0,726.0,0.0,,,,,7.0,0.0,446.0,0.0,Bundesliga
Mathew Leckie,29,"1,81 m",Australia,attack - Right Winger,right,Hertha BSC,29.0,6.0,2026.0,0.0,19.0,2.0,938.0,0.0,10.0,0.0,383.0,0.0,9.0,0.0,196.0,0.0,Bundesliga
Alexander Esswein,30,"1,82 m",Germany,attack - Right Winger,right,SV Sandhausen,22.0,2.0,1013.0,0.0,24.0,2.0,1807.0,0.0,10.0,1.0,492.0,0.0,10.0,1.0,560.0,0.0,Bundesliga
Palkó Dárdai,21,"1,80 m",Germany  Hungary,attack - Right Winger,left,MOL Fehérvár FC,26.0,10.0,1887.0,0.0,21.0,3.0,1212.0,0.0,21.0,7.0,1595.0,0.0,7.0,2.0,629.0,0.0,Bundesliga
Davie Selke,25,"1,94 m",Germany,attack - Centre-Forward,right,SV Werder Bremen,31.0,14.0,2214.0,0.0,32.0,4.0,1850.0,0.0,34.0,2.0,1615.0,0.0,9.0,2.0,318.0,0.0,Bundesliga
Vedad Ibisevic,36,"1,88 m",Bosnia-Herzegovina  United States,attack - Centre-Forward,right,Without Club,33.0,7.0,1781.0,0.0,31.0,12.0,2001.0,0.0,27.0,9.0,1397.0,0.0,5.0,1.0,217.0,0.0,Bundesliga
Julian Schieber,31,"1,86 m",Germany,attack - Centre-Forward,left,FC Augsburg,4.0,1.0,143.0,0.0,9.0,1.0,255.0,0.0,3.0,0.0,44.0,0.0,,,,,Bundesliga
Lukas Hradecky,31,"1,92 m",Finland  Slovakia,Goalkeeper,right,Bayer 04 Leverkusen,40.0,0.0,3630.0,0.0,40.0,0.0,3600.0,0.0,50.0,0.0,4500.0,0.0,21.0,0.0,1890.0,0.0,Bundesliga
Jan Zimmermann,35,"1,90 m",Germany,Goalkeeper,left,Retired,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,Bundesliga
Leon Bätge,23,"1,88 m",Germany,Goalkeeper,right,VSG Altglienicke,,,,,18.0,0.0,1650.0,0.0,2.0,0.0,180.0,0.0,12.0,0.0,1061.0,0.0,Bundesliga
Carlos Salcedo,27,"1,84 m",Mexico,Defender - Centre-Back,right,Tigres UANL,24.0,0.0,1996.0,0.0,32.0,2.0,2595.0,0.0,26.0,1.0,2074.0,0.0,16.0,0.0,1236.0,0.0,Bundesliga
David Abraham,34,"1,88 m",Argentina  Italy,Defender - Centre-Back,right,Eintracht Frankfurt,30.0,0.0,2505.0,0.0,27.0,0.0,2330.0,0.0,37.0,3.0,3175.0,0.0,14.0,1.0,1224.0,0.0,Bundesliga
Simon Falette,28,"1,85 m",Guinea  France,Defender - Centre-Back,left,Hannover 96,29.0,1.0,2418.0,0.0,14.0,0.0,1199.0,0.0,13.0,0.0,1022.0,0.0,11.0,0.0,848.0,0.0,Bundesliga
Marco Russ,35,"1,90 m",Germany,Defender - Centre-Back,right,Retired,25.0,1.0,1638.0,0.0,9.0,0.0,670.0,0.0,1.0,0.0,37.0,0.0,,,,,Bundesliga
Noel Knothe,21,"1,88 m",Germany,Defender - Centre-Back,right,1.FC Nuremberg,25.0,0.0,2220.0,0.0,12.0,0.0,1033.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,2190.0,0.0,Bundesliga
Jetro Willems,26,"1,69 m",Netherlands  Curacao,Defender - Left-Back,left,Eintracht Frankfurt,29.0,0.0,2092.0,0.0,36.0,0.0,1370.0,0.0,20.0,2.0,1579.0,0.0,,,,,Bundesliga
Taleb Tawatha,28,"1,76 m",Israel,Defender - Left-Back,left,Maccabi Haifa,15.0,0.0,578.0,0.0,6.0,0.0,290.0,0.0,7.0,0.0,444.0,0.0,10.0,0.0,448.0,0.0,Bundesliga
Deji Beyreuther,21,"1,80 m",Germany  Nigeria,Defender - Left-Back,left,TSG 1899 Hoffenheim II,18.0,3.0,1605.0,0.0,2.0,0.0,180.0,0.0,16.0,0.0,1368.0,0.0,12.0,0.0,916.0,0.0,Bundesliga
Timothy Chandler,30,"1,86 m",United States  Germany,Defender - Right-Back,right,Eintracht Frankfurt,25.0,3.0,1983.0,0.0,1.0,0.0,16.0,0.0,33.0,5.0,1575.0,0.0,5.0,0.0,68.0,0.0,Bundesliga
Danny da Costa,27,"1,87 m",Germany  Angola,Defender - Right-Back,right,Eintracht Frankfurt,21.0,1.0,1417.0,0.0,50.0,4.0,4472.0,0.0,37.0,4.0,2496.0,0.0,7.0,0.0,195.0,0.0,Bundesliga
Omar Mascarell,27,"1,81 m",Spain,midfield - Defensive Midfield,right,FC Schalke 04,12.0,2.0,1017.0,0.0,19.0,0.0,1329.0,0.0,26.0,0.0,2329.0,0.0,15.0,0.0,1123.0,0.0,Bundesliga
Gelson Fernandes,34,"1,80 m",Switzerland  Cape Verde,midfield - Defensive Midfield,right,Retired,22.0,0.0,1168.0,0.0,37.0,1.0,3056.0,0.0,22.0,0.0,1356.0,0.0,,,,,Bundesliga
Makoto Hasebe,36,"1,80 m",Japan,midfield - Defensive Midfield,right,Eintracht Frankfurt,29.0,0.0,2569.0,0.0,44.0,0.0,3932.0,0.0,39.0,0.0,3344.0,0.0,11.0,0.0,977.0,0.0,Bundesliga
Slobodan Medojevic,30,"1,83 m",Serbia,midfield - Defensive Midfield,right,AEL Limassol,14.0,0.0,872.0,0.0,18.0,0.0,1535.0,0.0,15.0,0.0,1266.0,0.0,10.0,1.0,900.0,0.0,Bundesliga
Jonathan de Guzmán,33,"1,73 m",Netherlands  Canada,midfield - Central Midfield,right,OFI Crete,19.0,0.0,1346.0,0.0,39.0,3.0,2083.0,0.0,10.0,1.0,193.0,0.0,4.0,1.0,183.0,0.0,Bundesliga
Marc Stendera,25,"1,73 m",Germany,midfield - Central Midfield,right,FC Ingolstadt 04,9.0,0.0,460.0,0.0,11.0,0.0,205.0,0.0,17.0,0.0,901.0,0.0,15.0,1.0,893.0,0.0,Bundesliga
Marijan Cavar,22,"1,84 m",Bosnia-Herzegovina  Croatia,midfield - Central Midfield,right,Eintracht Frankfurt,19.0,0.0,1115.0,0.0,16.0,0.0,964.0,0.0,0.0,0.0,0.0,0.0,,,,,Bundesliga
Max Besuschkow,23,"1,87 m",Germany  Russia,midfield - Central Midfield,right,SSV Jahn Regensburg,1.0,0.0,23.0,0.0,31.0,0.0,2024.0,0.0,33.0,7.0,2853.0,0.0,14.0,3.0,1290.0,0.0,Bundesliga
Sahverdi Cetin,20,"1,74 m",Germany  Turkey,midfield - Central Midfield,right,MKE Ankaragücü,17.0,2.0,1114.0,0.0,18.0,7.0,1373.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,241.0,0.0,Bundesliga
